A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 5.0000, B = 6.0828, C = 16.0312, EAR = 0.3457 
A = 5.0000, B = 5.0000, C = 16.1245, EAR = 0.3101 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 5.0000, B = 5.0990, C = 16.0312, EAR = 0.3150 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 5.0000, B = 6.0000, C = 16.0312, EAR = 0.3431 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 5.0000, B = 5.0990, C = 16.0312, EAR = 0.3150 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 6.0000, B = 6.0000, C = 16.0312, EAR = 0.3743 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 6.0000, B = 6.0828, C = 16.0312, EAR = 0.3769 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 5.0000, B = 5.0000, C = 16.1245, EAR = 0.3101 
A = 5.0000, B = 5.0000, C = 16.0312, EAR = 0.3119 
A = 5.0000, B = 5.0000, C = 16.1245, EAR = 0.3101 
A = 5.0000, B = 5.0000, C = 17.0294, EAR = 0.2936 
A = 5.0000, B = 5.0990, C = 16.1245, EAR = 0.3132 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 5.0000, B = 5.0990, C = 16.0312, EAR = 0.3150 
A = 5.0000, B = 5.0000, C = 15.0000, EAR = 0.3333 
A = 5.0000, B = 5.0990, C = 16.0312, EAR = 0.3150 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 5.0000, B = 5.0990, C = 16.1245, EAR = 0.3132 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 5.0000, B = 5.0990, C = 16.0312, EAR = 0.3150 
A = 5.0000, B = 6.0828, C = 16.0312, EAR = 0.3457 
A = 5.0000, B = 5.0990, C = 16.1245, EAR = 0.3132 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 5.0000, B = 5.0990, C = 16.0312, EAR = 0.3150 
A = 5.0990, B = 5.0990, C = 16.0312, EAR = 0.3181 
A = 5.0990, B = 5.0990, C = 16.1245, EAR = 0.3162 
A = 5.0000, B = 5.0000, C = 16.0312, EAR = 0.3119 
A = 5.0990, B = 5.0990, C = 16.0312, EAR = 0.3181 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 6.0828, B = 5.0000, C = 16.0312, EAR = 0.3457 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 6.0828, B = 6.0828, C = 16.0312, EAR = 0.3794 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 5.0990, B = 4.1231, C = 16.0312, EAR = 0.2876 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 5.0990, B = 5.0990, C = 16.0312, EAR = 0.3181 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 5.0990, B = 5.0990, C = 16.0312, EAR = 0.3181 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 5.0990, B = 5.0990, C = 16.1245, EAR = 0.3162 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 5.0990, B = 5.0990, C = 16.0312, EAR = 0.3181 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 5.0990, B = 5.0000, C = 15.0333, EAR = 0.3359 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 5.0990, B = 5.0000, C = 16.1245, EAR = 0.3132 
A = 4.0000, B = 5.0000, C = 16.0000, EAR = 0.2812 
A = 5.0990, B = 6.0000, C = 16.0312, EAR = 0.3462 
A = 5.0000, B = 5.0000, C = 16.0312, EAR = 0.3119 
A = 5.0000, B = 5.0000, C = 16.0312, EAR = 0.3119 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 5.0990, B = 5.0990, C = 16.0312, EAR = 0.3181 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 5.0000, B = 5.0990, C = 16.1245, EAR = 0.3132 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 5.0000, B = 5.0990, C = 16.0312, EAR = 0.3150 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 5.0000, B = 5.0990, C = 16.0312, EAR = 0.3150 
A = 5.0000, B = 6.0000, C = 16.0312, EAR = 0.3431 
A = 5.0000, B = 5.0000, C = 16.0312, EAR = 0.3119 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 6.0000, B = 6.0828, C = 16.0312, EAR = 0.3769 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 5.0000, B = 5.0000, C = 16.0312, EAR = 0.3119 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 5.0000, B = 5.0990, C = 16.0312, EAR = 0.3150 
A = 5.0000, B = 5.0000, C = 16.0312, EAR = 0.3119 
A = 5.0000, B = 5.0000, C = 16.0312, EAR = 0.3119 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 5.0000, B = 5.0000, C = 16.0312, EAR = 0.3119 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 5.0000, B = 5.0990, C = 16.0312, EAR = 0.3150 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 6.0000, B = 6.0000, C = 16.0312, EAR = 0.3743 
A = 4.0000, B = 5.0000, C = 16.0000, EAR = 0.2812 
A = 5.0990, B = 5.0000, C = 15.0333, EAR = 0.3359 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 5.0000, B = 5.0000, C = 16.0312, EAR = 0.3119 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 5.0000, B = 5.0990, C = 16.0312, EAR = 0.3150 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 5.0990, B = 5.0990, C = 16.0312, EAR = 0.3181 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 5.0990, B = 5.0990, C = 16.0312, EAR = 0.3181 
A = 5.0000, B = 5.0990, C = 16.0000, EAR = 0.3156 
A = 5.0000, B = 5.0990, C = 15.0333, EAR = 0.3359 
A = 4.0000, B = 5.0000, C = 16.0000, EAR = 0.2812 
A = 5.0990, B = 5.0000, C = 15.0333, EAR = 0.3359 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 5.0990, B = 5.0000, C = 16.0312, EAR = 0.3150 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 5.0000, B = 5.0000, C = 15.0333, EAR = 0.3326 
A = 6.0000, B = 5.0000, C = 16.0000, EAR = 0.3438 
A = 5.0000, B = 5.0000, C = 16.0312, EAR = 0.3119 
A = 5.0990, B = 5.0000, C = 16.0000, EAR = 0.3156 
A = 5.0000, B = 5.0000, C = 16.0312, EAR = 0.3119 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 4.0000, B = 4.1231, C = 16.0312, EAR = 0.2534 
A = 4.0000, B = 4.0000, C = 15.0333, EAR = 0.2661 
A = 4.1231, B = 4.1231, C = 15.0333, EAR = 0.2743 
A = 4.0000, B = 4.0000, C = 15.0000, EAR = 0.2667 
A = 4.0000, B = 4.1231, C = 16.0312, EAR = 0.2534 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 4.0000, B = 4.1231, C = 16.0312, EAR = 0.2534 
A = 4.0000, B = 5.0000, C = 16.0000, EAR = 0.2812 
A = 4.0000, B = 4.0000, C = 16.0312, EAR = 0.2495 
A = 4.0000, B = 4.0000, C = 15.0000, EAR = 0.2667 
A = 4.0000, B = 5.0000, C = 16.0312, EAR = 0.2807 
A = 4.0000, B = 5.0000, C = 16.0000, EAR = 0.2812 
A = 4.0000, B = 4.0000, C = 16.0312, EAR = 0.2495 
A = 4.0000, B = 4.0000, C = 15.0000, EAR = 0.2667 
A = 4.0000, B = 4.0000, C = 15.0333, EAR = 0.2661 
A = 4.0000, B = 4.1231, C = 16.0000, EAR = 0.2538 
A = 4.0000, B = 4.0000, C = 15.0333, EAR = 0.2661 
A = 5.0000, B = 4.0000, C = 16.0000, EAR = 0.2812 
A = 5.0000, B = 4.0000, C = 15.0333, EAR = 0.2993 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 4.1231, B = 4.0000, C = 16.0312, EAR = 0.2534 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 4.0000, B = 4.0000, C = 16.0312, EAR = 0.2495 
A = 5.0000, B = 4.0000, C = 16.0000, EAR = 0.2812 
A = 5.0000, B = 5.0000, C = 16.0312, EAR = 0.3119 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 5.0000, B = 5.0990, C = 16.0312, EAR = 0.3150 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 5.0000, B = 5.0990, C = 16.0312, EAR = 0.3150 
A = 4.0000, B = 4.0000, C = 15.0000, EAR = 0.2667 
A = 4.0000, B = 4.1231, C = 16.0312, EAR = 0.2534 
A = 5.0000, B = 4.0000, C = 15.0000, EAR = 0.3000 
A = 5.0000, B = 5.0000, C = 15.0333, EAR = 0.3326 
A = 5.0000, B = 4.0000, C = 16.0000, EAR = 0.2812 
A = 4.1231, B = 4.0000, C = 15.0333, EAR = 0.2702 
A = 6.0000, B = 5.0990, C = 16.0000, EAR = 0.3468 
A = 5.0000, B = 5.0000, C = 16.0312, EAR = 0.3119 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 5.0000, B = 5.0990, C = 16.1245, EAR = 0.3132 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 4.0000, B = 4.1231, C = 16.0312, EAR = 0.2534 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 5.0990, B = 5.0000, C = 16.1245, EAR = 0.3132 
A = 5.0000, B = 5.0000, C = 15.0000, EAR = 0.3333 
A = 5.0990, B = 5.0000, C = 15.0333, EAR = 0.3359 
A = 5.0000, B = 5.0000, C = 17.0000, EAR = 0.2941 
A = 5.0990, B = 5.0000, C = 15.1327, EAR = 0.3337 
A = 5.0000, B = 4.0000, C = 16.0000, EAR = 0.2812 
A = 4.1231, B = 4.0000, C = 16.0312, EAR = 0.2534 
A = 5.0000, B = 5.0000, C = 16.0312, EAR = 0.3119 
A = 5.0000, B = 5.0000, C = 16.0312, EAR = 0.3119 
A = 5.0000, B = 5.0990, C = 16.0000, EAR = 0.3156 
A = 5.0990, B = 4.0000, C = 15.0333, EAR = 0.3026 
A = 5.0990, B = 4.0000, C = 16.0312, EAR = 0.2838 
A = 5.0000, B = 5.0990, C = 16.0312, EAR = 0.3150 
A = 5.0000, B = 4.0000, C = 16.0312, EAR = 0.2807 
A = 5.0000, B = 5.0990, C = 16.0312, EAR = 0.3150 
A = 5.0000, B = 4.0000, C = 16.0312, EAR = 0.2807 
A = 5.0000, B = 5.0990, C = 16.0312, EAR = 0.3150 
A = 5.0990, B = 5.0000, C = 16.0000, EAR = 0.3156 
A = 5.0000, B = 5.0000, C = 16.0312, EAR = 0.3119 
A = 5.0000, B = 5.0990, C = 16.0000, EAR = 0.3156 
A = 5.0000, B = 5.0000, C = 16.0312, EAR = 0.3119 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 5.0990, B = 5.0000, C = 16.0312, EAR = 0.3150 
A = 5.0000, B = 5.0000, C = 15.0000, EAR = 0.3333 
A = 5.0000, B = 5.0000, C = 16.0312, EAR = 0.3119 
A = 4.1231, B = 5.0000, C = 16.0000, EAR = 0.2851 
A = 5.0000, B = 5.0000, C = 16.0312, EAR = 0.3119 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 5.0990, B = 5.0000, C = 16.0312, EAR = 0.3150 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 5.0000, B = 5.0990, C = 15.0333, EAR = 0.3359 
A = 5.0000, B = 5.0000, C = 15.0000, EAR = 0.3333 
A = 5.0000, B = 5.0000, C = 16.0312, EAR = 0.3119 
A = 5.0000, B = 5.0000, C = 15.0000, EAR = 0.3333 
A = 5.0000, B = 5.0000, C = 16.0312, EAR = 0.3119 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 5.0990, B = 5.0000, C = 15.1327, EAR = 0.3337 
A = 5.0000, B = 5.0990, C = 15.0000, EAR = 0.3366 
A = 5.0990, B = 5.0000, C = 15.0333, EAR = 0.3359 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 5.0990, B = 5.0990, C = 16.0312, EAR = 0.3181 
A = 5.0000, B = 5.0000, C = 15.0333, EAR = 0.3326 
A = 5.0990, B = 5.0990, C = 16.0312, EAR = 0.3181 
A = 5.0000, B = 5.0000, C = 15.0000, EAR = 0.3333 
A = 5.0000, B = 5.0990, C = 16.0312, EAR = 0.3150 
A = 5.0000, B = 5.0990, C = 15.0000, EAR = 0.3366 
A = 5.0000, B = 5.0000, C = 15.0333, EAR = 0.3326 
A = 5.0000, B = 5.0000, C = 15.0000, EAR = 0.3333 
A = 5.0000, B = 5.0990, C = 16.0000, EAR = 0.3156 
A = 5.0000, B = 5.0990, C = 15.0000, EAR = 0.3366 
A = 4.1231, B = 5.0990, C = 16.0312, EAR = 0.2876 
A = 5.0000, B = 5.0990, C = 15.0333, EAR = 0.3359 
A = 5.0000, B = 5.0990, C = 16.0312, EAR = 0.3150 
A = 6.0000, B = 5.0000, C = 15.0000, EAR = 0.3667 
A = 6.0000, B = 6.0828, C = 16.0312, EAR = 0.3769 
A = 5.0000, B = 5.0990, C = 15.0000, EAR = 0.3366 
A = 6.0000, B = 6.0828, C = 16.0312, EAR = 0.3769 
A = 5.0000, B = 5.0000, C = 15.0000, EAR = 0.3333 
A = 5.0990, B = 5.0000, C = 16.0312, EAR = 0.3150 
A = 4.0000, B = 5.0990, C = 15.0000, EAR = 0.3033 
A = 5.0990, B = 5.0000, C = 15.0333, EAR = 0.3359 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 5.0990, B = 5.0000, C = 16.0312, EAR = 0.3150 
A = 5.0000, B = 5.0990, C = 15.0000, EAR = 0.3366 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 4.1231, B = 4.0000, C = 16.0312, EAR = 0.2534 
A = 4.0000, B = 4.1231, C = 15.0333, EAR = 0.2702 
A = 5.0990, B = 4.0000, C = 16.0000, EAR = 0.2843 
A = 4.1231, B = 4.0000, C = 15.0333, EAR = 0.2702 
A = 5.0990, B = 4.0000, C = 15.0000, EAR = 0.3033 
A = 4.0000, B = 4.0000, C = 15.0333, EAR = 0.2661 
A = 5.0990, B = 4.0000, C = 15.0000, EAR = 0.3033 
A = 5.0000, B = 4.0000, C = 16.0312, EAR = 0.2807 
A = 5.0990, B = 5.0990, C = 16.0000, EAR = 0.3187 
A = 5.0000, B = 4.0000, C = 15.0333, EAR = 0.2993 
A = 5.0000, B = 4.0000, C = 16.0000, EAR = 0.2812 
A = 5.0000, B = 5.0000, C = 15.0333, EAR = 0.3326 
A = 4.1231, B = 5.0000, C = 15.0333, EAR = 0.3034 
A = 5.0000, B = 5.0990, C = 15.0333, EAR = 0.3359 
A = 5.0990, B = 5.0000, C = 16.0312, EAR = 0.3150 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 4.0000, B = 4.0000, C = 16.0312, EAR = 0.2495 
A = 5.0000, B = 5.0000, C = 15.0333, EAR = 0.3326 
A = 5.0000, B = 4.0000, C = 16.0000, EAR = 0.2812 
A = 5.0000, B = 4.0000, C = 15.0333, EAR = 0.2993 
A = 5.0000, B = 4.1231, C = 16.0000, EAR = 0.2851 
A = 5.0990, B = 5.0000, C = 15.0000, EAR = 0.3366 
A = 5.0000, B = 4.1231, C = 16.0000, EAR = 0.2851 
A = 5.0990, B = 5.0000, C = 15.0333, EAR = 0.3359 
A = 5.0000, B = 4.0000, C = 16.0000, EAR = 0.2812 
A = 5.0000, B = 5.0000, C = 15.0333, EAR = 0.3326 
A = 4.0000, B = 4.1231, C = 16.0000, EAR = 0.2538 
A = 5.0000, B = 5.0000, C = 15.0333, EAR = 0.3326 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 5.0000, B = 5.0000, C = 15.0333, EAR = 0.3326 
A = 5.0000, B = 4.1231, C = 16.0000, EAR = 0.2851 
A = 5.0000, B = 5.0990, C = 15.0333, EAR = 0.3359 
A = 5.0000, B = 4.1231, C = 16.0000, EAR = 0.2851 
A = 5.0990, B = 4.0000, C = 15.0333, EAR = 0.3026 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 5.0000, B = 4.0000, C = 15.0333, EAR = 0.2993 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 5.0000, B = 4.0000, C = 15.0333, EAR = 0.2993 
A = 5.0000, B = 5.0000, C = 16.0000, EAR = 0.3125 
A = 5.0990, B = 4.0000, C = 15.0333, EAR = 0.3026 
A = 5.0000, B = 4.0000, C = 16.0000, EAR = 0.2812 
A = 5.0000, B = 4.0000, C = 15.0333, EAR = 0.2993 
A = 5.0000, B = 4.0000, C = 16.0000, EAR = 0.2812 
A = 4.1231, B = 4.0000, C = 15.0333, EAR = 0.2702 
A = 5.0000, B = 4.0000, C = 16.0000, EAR = 0.2812 
A = 5.0990, B = 4.0000, C = 15.0333, EAR = 0.3026 
A = 5.0000, B = 4.0000, C = 16.0000, EAR = 0.2812 
A = 5.0000, B = 5.0000, C = 16.0312, EAR = 0.3119 
A = 4.0000, B = 5.0000, C = 15.0333, EAR = 0.2993 
A = 5.0990, B = 5.0000, C = 15.0333, EAR = 0.3359 
A = 5.0990, B = 5.0000, C = 16.0312, EAR = 0.3150 
A = 5.0000, B = 5.0000, C = 16.0312, EAR = 0.3119 
A = 5.0990, B = 4.0000, C = 16.0000, EAR = 0.2843 
A = 5.0000, B = 5.0000, C = 15.0333, EAR = 0.3326 
A = 5.0990, B = 4.0000, C = 16.0000, EAR = 0.2843 
A = 5.0000, B = 5.0990, C = 15.0333, EAR = 0.3359 
A = 5.0990, B = 4.0000, C = 16.0000, EAR = 0.2843 
A = 5.0000, B = 5.0990, C = 15.0333, EAR = 0.3359 
A = 5.0000, B = 4.1231, C = 16.0000, EAR = 0.2851 
A = 5.0000, B = 5.0990, C = 15.0333, EAR = 0.3359 
A = 5.0000, B = 4.1231, C = 16.0000, EAR = 0.2851 
A = 5.0000, B = 4.0000, C = 15.0333, EAR = 0.2993 
A = 5.0000, B = 4.1231, C = 16.0000, EAR = 0.2851 
A = 4.0000, B = 4.1231, C = 15.0333, EAR = 0.2702 
A = 5.0000, B = 5.0990, C = 16.0000, EAR = 0.3156 
A = 5.0000, B = 4.1231, C = 15.0333, EAR = 0.3034 
A = 3.0000, B = 4.0000, C = 15.0000, EAR = 0.2333 
A = 4.0000, B = 4.0000, C = 14.0000, EAR = 0.2857 
A = 3.0000, B = 3.0000, C = 15.0000, EAR = 0.2000 
A = 2.0000, B = 3.0000, C = 14.0000, EAR = 0.1786 
A = 3.0000, B = 3.0000, C = 16.0312, EAR = 0.1871 
A = 3.0000, B = 4.0000, C = 14.0000, EAR = 0.2500 
A = 3.1623, B = 3.0000, C = 15.0000, EAR = 0.2054 
A = 4.1231, B = 3.0000, C = 15.0000, EAR = 0.2374 
A = 3.0000, B = 4.0000, C = 15.0333, EAR = 0.2328 
A = 3.0000, B = 4.0000, C = 14.0000, EAR = 0.2500 
A = 4.0000, B = 4.0000, C = 15.0000, EAR = 0.2667 
A = 4.0000, B = 3.0000, C = 15.0000, EAR = 0.2333 
A = 3.0000, B = 4.0000, C = 15.0333, EAR = 0.2328 
A = 4.0000, B = 4.0000, C = 15.0000, EAR = 0.2667 
A = 4.1231, B = 3.0000, C = 15.0000, EAR = 0.2374 
A = 4.0000, B = 4.0000, C = 15.0000, EAR = 0.2667 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 4.0000, B = 3.0000, C = 15.0000, EAR = 0.2333 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 4.0000, B = 4.0000, C = 15.0000, EAR = 0.2667 
A = 4.0000, B = 4.0000, C = 15.0000, EAR = 0.2667 
A = 4.0000, B = 3.0000, C = 14.0000, EAR = 0.2500 
A = 5.0000, B = 4.0000, C = 16.0000, EAR = 0.2812 
A = 4.0000, B = 4.0000, C = 14.0000, EAR = 0.2857 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 5.0000, B = 4.0000, C = 14.0357, EAR = 0.3206 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 4.1231, B = 4.0000, C = 15.0333, EAR = 0.2702 
A = 4.0000, B = 4.1231, C = 16.0000, EAR = 0.2538 
A = 4.0000, B = 4.0000, C = 15.0333, EAR = 0.2661 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 5.0000, B = 4.0000, C = 15.0333, EAR = 0.2993 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 4.1231, B = 4.0000, C = 15.0333, EAR = 0.2702 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 5.0990, B = 4.0000, C = 15.0333, EAR = 0.3026 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 4.0000, B = 4.0000, C = 15.0333, EAR = 0.2661 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 4.0000, B = 4.0000, C = 15.0000, EAR = 0.2667 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 4.0000, B = 4.0000, C = 15.0333, EAR = 0.2661 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 5.0000, B = 4.0000, C = 15.0333, EAR = 0.2993 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 4.1231, B = 3.0000, C = 15.0333, EAR = 0.2369 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 5.0000, B = 4.0000, C = 15.0333, EAR = 0.2993 
A = 5.0000, B = 4.0000, C = 16.0000, EAR = 0.2812 
A = 4.0000, B = 4.0000, C = 15.0000, EAR = 0.2667 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 4.1231, B = 4.0000, C = 15.0000, EAR = 0.2708 
A = 5.0000, B = 4.0000, C = 16.0000, EAR = 0.2812 
A = 4.0000, B = 4.0000, C = 15.0333, EAR = 0.2661 
A = 5.0000, B = 4.0000, C = 16.0000, EAR = 0.2812 
A = 5.0990, B = 4.0000, C = 15.0333, EAR = 0.3026 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 4.1231, B = 4.0000, C = 15.0333, EAR = 0.2702 
A = 5.0000, B = 4.0000, C = 16.0000, EAR = 0.2812 
A = 5.0990, B = 4.0000, C = 15.0333, EAR = 0.3026 
A = 5.0000, B = 4.0000, C = 16.0000, EAR = 0.2812 
A = 4.0000, B = 4.0000, C = 15.0333, EAR = 0.2661 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 4.0000, B = 4.0000, C = 15.0333, EAR = 0.2661 
A = 5.0000, B = 4.0000, C = 16.0000, EAR = 0.2812 
A = 5.0990, B = 4.0000, C = 15.0333, EAR = 0.3026 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 4.1231, B = 3.0000, C = 15.0333, EAR = 0.2369 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 5.0990, B = 4.0000, C = 15.0333, EAR = 0.3026 
A = 5.0000, B = 4.0000, C = 16.0000, EAR = 0.2812 
A = 5.0990, B = 4.0000, C = 15.0333, EAR = 0.3026 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 4.0000, B = 4.0000, C = 15.0333, EAR = 0.2661 
A = 4.0000, B = 4.1231, C = 16.0000, EAR = 0.2538 
A = 4.0000, B = 4.0000, C = 15.0333, EAR = 0.2661 
A = 5.0000, B = 4.0000, C = 16.0000, EAR = 0.2812 
A = 4.1231, B = 4.0000, C = 15.0333, EAR = 0.2702 
A = 4.1231, B = 4.0000, C = 15.0333, EAR = 0.2702 
A = 4.0000, B = 4.0000, C = 15.0000, EAR = 0.2667 
A = 4.0000, B = 5.0000, C = 15.0000, EAR = 0.3000 
A = 5.0000, B = 5.0990, C = 15.0333, EAR = 0.3359 
A = 5.0000, B = 5.0990, C = 15.0333, EAR = 0.3359 
A = 5.0000, B = 5.0990, C = 15.0333, EAR = 0.3359 
A = 6.0828, B = 5.0990, C = 15.0000, EAR = 0.3727 
A = 5.0000, B = 5.0990, C = 15.0333, EAR = 0.3359 
A = 5.0000, B = 6.0000, C = 16.0000, EAR = 0.3438 
A = 6.0828, B = 6.0000, C = 16.0312, EAR = 0.3769 
A = 5.0000, B = 6.0000, C = 15.0000, EAR = 0.3667 
A = 6.0000, B = 6.0828, C = 16.0312, EAR = 0.3769 
A = 5.0000, B = 6.0000, C = 16.0000, EAR = 0.3438 
