A = 4.1231, B = 5.0000, C = 17.0000, EAR = 0.2683 
A = 3.1623, B = 3.1623, C = 17.1172, EAR = 0.1847 
A = 2.0000, B = 3.0000, C = 18.0278, EAR = 0.1387 
A = 3.1623, B = 3.0000, C = 17.2627, EAR = 0.1785 
A = 3.0000, B = 2.0000, C = 18.0000, EAR = 0.1389 
A = 3.1623, B = 3.1623, C = 17.1172, EAR = 0.1847 
A = 3.0000, B = 3.0000, C = 18.0000, EAR = 0.1667 
A = 4.1231, B = 3.1623, C = 17.1172, EAR = 0.2128 
A = 4.0000, B = 3.0000, C = 17.0294, EAR = 0.2055 
A = 4.1231, B = 4.1231, C = 17.2627, EAR = 0.2388 
A = 4.0000, B = 4.0000, C = 17.0000, EAR = 0.2353 
A = 4.1231, B = 4.1231, C = 17.2627, EAR = 0.2388 
A = 5.0000, B = 5.0000, C = 17.0000, EAR = 0.2941 
A = 4.1231, B = 5.0990, C = 17.2627, EAR = 0.2671 
A = 4.0000, B = 4.0000, C = 17.0000, EAR = 0.2353 
A = 4.1231, B = 4.1231, C = 17.2627, EAR = 0.2388 
A = 5.0000, B = 4.0000, C = 17.0000, EAR = 0.2647 
A = 5.0990, B = 5.0990, C = 17.2627, EAR = 0.2954 
A = 5.0000, B = 4.0000, C = 17.0000, EAR = 0.2647 
A = 5.0990, B = 4.0000, C = 18.2483, EAR = 0.2493 
A = 5.0000, B = 5.0000, C = 17.0000, EAR = 0.2941 
A = 5.0000, B = 4.1231, C = 17.2627, EAR = 0.2642 
A = 5.0000, B = 4.0000, C = 17.0000, EAR = 0.2647 
A = 5.0000, B = 5.0990, C = 17.2627, EAR = 0.2925 
A = 5.0000, B = 4.0000, C = 17.0000, EAR = 0.2647 
A = 4.1231, B = 5.0990, C = 17.2627, EAR = 0.2671 
A = 4.0000, B = 4.0000, C = 17.0294, EAR = 0.2349 
A = 4.0000, B = 5.0990, C = 17.2627, EAR = 0.2635 
A = 4.0000, B = 4.0000, C = 17.0294, EAR = 0.2349 
A = 4.1231, B = 5.0990, C = 17.2627, EAR = 0.2671 
A = 4.0000, B = 4.0000, C = 17.0294, EAR = 0.2349 
A = 4.1231, B = 5.0990, C = 17.2627, EAR = 0.2671 
A = 4.0000, B = 4.0000, C = 17.0294, EAR = 0.2349 
A = 4.1231, B = 4.1231, C = 17.1172, EAR = 0.2409 
A = 4.0000, B = 4.0000, C = 17.0000, EAR = 0.2353 
A = 4.1231, B = 5.0990, C = 17.2627, EAR = 0.2671 
A = 4.0000, B = 4.0000, C = 17.0000, EAR = 0.2353 
A = 4.1231, B = 4.1231, C = 17.1172, EAR = 0.2409 
A = 4.0000, B = 3.0000, C = 17.0294, EAR = 0.2055 
A = 5.0990, B = 4.1231, C = 17.1172, EAR = 0.2694 
A = 4.0000, B = 3.0000, C = 18.0278, EAR = 0.1941 
A = 4.1231, B = 4.1231, C = 17.1172, EAR = 0.2409 
A = 4.0000, B = 3.0000, C = 18.0000, EAR = 0.1944 
A = 4.1231, B = 4.1231, C = 17.2627, EAR = 0.2388 
A = 4.0000, B = 4.0000, C = 17.0294, EAR = 0.2349 
A = 4.1231, B = 4.1231, C = 17.2627, EAR = 0.2388 
A = 4.0000, B = 4.0000, C = 17.0000, EAR = 0.2353 
A = 5.0990, B = 4.1231, C = 17.1172, EAR = 0.2694 
A = 4.0000, B = 4.0000, C = 18.0278, EAR = 0.2219 
A = 5.0990, B = 4.1231, C = 17.1172, EAR = 0.2694 
A = 4.0000, B = 3.0000, C = 18.0278, EAR = 0.1941 
A = 4.1231, B = 4.1231, C = 17.2627, EAR = 0.2388 
A = 4.0000, B = 3.0000, C = 17.0000, EAR = 0.2059 
A = 4.1231, B = 4.1231, C = 17.2627, EAR = 0.2388 
A = 4.0000, B = 3.0000, C = 17.0294, EAR = 0.2055 
A = 5.0000, B = 4.1231, C = 17.1172, EAR = 0.2665 
A = 4.0000, B = 4.0000, C = 17.0294, EAR = 0.2349 
A = 5.0000, B = 4.1231, C = 17.1172, EAR = 0.2665 
A = 4.0000, B = 4.0000, C = 17.0000, EAR = 0.2353 
A = 5.0990, B = 4.0000, C = 18.1108, EAR = 0.2512 
A = 4.0000, B = 4.0000, C = 17.0294, EAR = 0.2349 
A = 5.0990, B = 4.1231, C = 17.2627, EAR = 0.2671 
A = 4.0000, B = 4.0000, C = 18.0278, EAR = 0.2219 
A = 4.0000, B = 5.0990, C = 18.2483, EAR = 0.2493 
A = 4.0000, B = 4.0000, C = 17.0000, EAR = 0.2353 
A = 4.1231, B = 5.0990, C = 17.2627, EAR = 0.2671 
A = 4.0000, B = 4.0000, C = 18.0000, EAR = 0.2222 
A = 4.1231, B = 4.1231, C = 17.1172, EAR = 0.2409 
A = 4.0000, B = 4.0000, C = 17.0000, EAR = 0.2353 
A = 4.1231, B = 5.0990, C = 17.2627, EAR = 0.2671 
A = 4.0000, B = 5.0000, C = 17.0000, EAR = 0.2647 
A = 4.1231, B = 5.0990, C = 17.2627, EAR = 0.2671 
A = 4.0000, B = 3.0000, C = 18.0278, EAR = 0.1941 
A = 4.1231, B = 4.1231, C = 17.2627, EAR = 0.2388 
A = 4.0000, B = 4.1231, C = 17.0000, EAR = 0.2389 
A = 4.1231, B = 4.1231, C = 17.1172, EAR = 0.2409 
A = 4.0000, B = 5.0000, C = 17.0000, EAR = 0.2647 
A = 4.1231, B = 5.0990, C = 17.2627, EAR = 0.2671 
A = 4.0000, B = 4.1231, C = 17.0000, EAR = 0.2389 
A = 4.1231, B = 5.0990, C = 17.2627, EAR = 0.2671 
A = 4.0000, B = 4.0000, C = 17.0000, EAR = 0.2353 
A = 4.1231, B = 5.0990, C = 17.2627, EAR = 0.2671 
A = 4.0000, B = 4.0000, C = 17.0000, EAR = 0.2353 
A = 4.1231, B = 4.1231, C = 17.2627, EAR = 0.2388 
A = 4.0000, B = 4.0000, C = 17.0000, EAR = 0.2353 
A = 4.1231, B = 4.0000, C = 18.2483, EAR = 0.2226 
A = 4.0000, B = 4.0000, C = 17.0294, EAR = 0.2349 
A = 4.1231, B = 5.0990, C = 17.2627, EAR = 0.2671 
A = 4.0000, B = 4.0000, C = 17.0000, EAR = 0.2353 
A = 4.1231, B = 5.0990, C = 17.2627, EAR = 0.2671 
A = 4.0000, B = 4.0000, C = 17.0000, EAR = 0.2353 
A = 4.1231, B = 4.1231, C = 17.1172, EAR = 0.2409 
A = 4.0000, B = 3.0000, C = 17.0000, EAR = 0.2059 
A = 4.1231, B = 4.1231, C = 17.1172, EAR = 0.2409 
A = 4.0000, B = 4.0000, C = 17.0000, EAR = 0.2353 
A = 4.1231, B = 4.1231, C = 17.2627, EAR = 0.2388 
A = 4.0000, B = 4.0000, C = 17.0000, EAR = 0.2353 
A = 4.1231, B = 4.1231, C = 17.2627, EAR = 0.2388 
A = 4.0000, B = 4.0000, C = 17.0000, EAR = 0.2353 
A = 4.1231, B = 4.1231, C = 17.2627, EAR = 0.2388 
A = 4.0000, B = 4.0000, C = 18.0000, EAR = 0.2222 
A = 5.0990, B = 4.1231, C = 17.1172, EAR = 0.2694 
A = 4.0000, B = 5.0990, C = 17.0000, EAR = 0.2676 
A = 4.1231, B = 4.1231, C = 17.1172, EAR = 0.2409 
A = 4.0000, B = 4.0000, C = 17.0000, EAR = 0.2353 
A = 4.1231, B = 4.1231, C = 17.2627, EAR = 0.2388 
A = 4.1231, B = 4.0000, C = 17.0294, EAR = 0.2385 
A = 4.1231, B = 4.0000, C = 17.2627, EAR = 0.2353 
A = 4.1231, B = 4.0000, C = 17.0000, EAR = 0.2389 
A = 4.0000, B = 4.0000, C = 17.2627, EAR = 0.2317 
A = 4.0000, B = 4.1231, C = 17.0294, EAR = 0.2385 
A = 4.1231, B = 5.0990, C = 17.2627, EAR = 0.2671 
A = 5.0990, B = 4.1231, C = 17.0294, EAR = 0.2708 
A = 5.0990, B = 5.0000, C = 18.2483, EAR = 0.2767 
A = 5.0000, B = 4.0000, C = 17.0294, EAR = 0.2642 
A = 4.0000, B = 5.0990, C = 16.2788, EAR = 0.2795 
A = 4.1231, B = 4.1231, C = 17.0294, EAR = 0.2421 
A = 4.1231, B = 5.3852, C = 17.2627, EAR = 0.2754 
A = 4.1231, B = 5.0990, C = 17.0294, EAR = 0.2708 
A = 5.0990, B = 5.0000, C = 17.2627, EAR = 0.2925 
A = 4.1231, B = 4.1231, C = 17.0294, EAR = 0.2421 
A = 5.0990, B = 5.0000, C = 17.2627, EAR = 0.2925 
A = 4.0000, B = 5.0000, C = 18.0278, EAR = 0.2496 
A = 5.0990, B = 5.0000, C = 16.2788, EAR = 0.3102 
A = 5.0000, B = 4.0000, C = 18.0278, EAR = 0.2496 
A = 4.1231, B = 5.0990, C = 16.2788, EAR = 0.2833 
A = 4.1231, B = 4.1231, C = 17.0294, EAR = 0.2421 
A = 5.0990, B = 5.0000, C = 17.2627, EAR = 0.2925 
A = 5.0000, B = 4.0000, C = 17.0294, EAR = 0.2642 
A = 4.1231, B = 5.0000, C = 18.2483, EAR = 0.2500 
A = 5.0990, B = 4.1231, C = 17.0294, EAR = 0.2708 
A = 5.0990, B = 5.0990, C = 17.2627, EAR = 0.2954 
A = 5.0000, B = 4.1231, C = 17.0294, EAR = 0.2679 
A = 4.1231, B = 5.0000, C = 17.2627, EAR = 0.2642 
A = 4.0000, B = 4.0000, C = 17.0294, EAR = 0.2349 
A = 5.0990, B = 5.0000, C = 17.2627, EAR = 0.2925 
A = 5.0000, B = 4.0000, C = 17.0294, EAR = 0.2642 
A = 4.1231, B = 5.0990, C = 18.2483, EAR = 0.2527 
A = 5.0990, B = 4.1231, C = 17.0294, EAR = 0.2708 
A = 5.0990, B = 5.0000, C = 18.2483, EAR = 0.2767 
A = 4.0000, B = 4.0000, C = 18.0278, EAR = 0.2219 
A = 4.1231, B = 5.0990, C = 17.2627, EAR = 0.2671 
A = 5.0000, B = 4.1231, C = 17.0294, EAR = 0.2679 
A = 5.0990, B = 5.0990, C = 17.2627, EAR = 0.2954 
A = 4.0000, B = 4.0000, C = 18.0278, EAR = 0.2219 
A = 5.0990, B = 5.0000, C = 17.2627, EAR = 0.2925 
A = 5.0000, B = 4.0000, C = 18.0278, EAR = 0.2496 
A = 4.1231, B = 5.0000, C = 17.2627, EAR = 0.2642 
A = 5.0000, B = 4.0000, C = 17.0294, EAR = 0.2642 
A = 5.0990, B = 5.0990, C = 17.2627, EAR = 0.2954 
A = 5.0000, B = 4.0000, C = 17.0294, EAR = 0.2642 
A = 5.0990, B = 5.0990, C = 17.2627, EAR = 0.2954 
A = 4.0000, B = 4.0000, C = 17.0294, EAR = 0.2349 
A = 4.1231, B = 5.0990, C = 17.2627, EAR = 0.2671 
A = 5.0000, B = 4.0000, C = 17.0294, EAR = 0.2642 
A = 5.0990, B = 5.0990, C = 17.2627, EAR = 0.2954 
A = 4.0000, B = 4.0000, C = 17.0294, EAR = 0.2349 
A = 4.1231, B = 5.0990, C = 17.1172, EAR = 0.2694 
A = 5.0000, B = 4.0000, C = 17.0000, EAR = 0.2647 
A = 5.0990, B = 5.0990, C = 17.2627, EAR = 0.2954 
A = 4.0000, B = 4.0000, C = 17.0294, EAR = 0.2349 
A = 5.0990, B = 5.0990, C = 17.2627, EAR = 0.2954 
A = 5.0000, B = 4.0000, C = 18.0278, EAR = 0.2496 
A = 5.0990, B = 5.0990, C = 17.2627, EAR = 0.2954 
A = 5.0000, B = 4.0000, C = 18.0278, EAR = 0.2496 
A = 5.0990, B = 5.0000, C = 17.2627, EAR = 0.2925 
A = 5.0000, B = 4.0000, C = 18.0278, EAR = 0.2496 
A = 5.0990, B = 5.0990, C = 17.2627, EAR = 0.2954 
A = 5.0000, B = 4.1231, C = 17.0294, EAR = 0.2679 
A = 5.0990, B = 5.0990, C = 17.2627, EAR = 0.2954 
A = 5.0000, B = 4.0000, C = 16.0312, EAR = 0.2807 
A = 5.0990, B = 5.0990, C = 17.2627, EAR = 0.2954 
A = 5.0000, B = 4.0000, C = 17.0294, EAR = 0.2642 
A = 5.0990, B = 5.0990, C = 17.2627, EAR = 0.2954 
A = 5.0990, B = 5.0990, C = 17.0294, EAR = 0.2994 
A = 5.0990, B = 5.0000, C = 18.2483, EAR = 0.2767 
A = 5.0990, B = 4.0000, C = 17.0294, EAR = 0.2672 
A = 5.0990, B = 5.0990, C = 17.2627, EAR = 0.2954 
A = 4.0000, B = 5.0000, C = 17.0000, EAR = 0.2647 
A = 5.0990, B = 5.0990, C = 17.2627, EAR = 0.2954 
A = 4.0000, B = 5.0000, C = 17.0000, EAR = 0.2647 
A = 4.1231, B = 5.0990, C = 17.2627, EAR = 0.2671 
A = 4.0000, B = 5.0000, C = 17.0000, EAR = 0.2647 
A = 4.1231, B = 5.0990, C = 17.2627, EAR = 0.2671 
A = 4.0000, B = 4.0000, C = 17.0294, EAR = 0.2349 
A = 4.1231, B = 5.0990, C = 17.2627, EAR = 0.2671 
A = 4.0000, B = 5.0000, C = 17.0294, EAR = 0.2642 
A = 4.1231, B = 5.0990, C = 17.2627, EAR = 0.2671 
A = 4.0000, B = 5.0000, C = 17.0294, EAR = 0.2642 
A = 4.1231, B = 5.0990, C = 17.2627, EAR = 0.2671 
A = 4.0000, B = 5.0000, C = 17.0000, EAR = 0.2647 
A = 5.0990, B = 5.0990, C = 17.2627, EAR = 0.2954 
A = 4.0000, B = 5.0000, C = 17.0294, EAR = 0.2642 
A = 5.0990, B = 5.0990, C = 17.2627, EAR = 0.2954 
A = 4.0000, B = 5.0000, C = 17.0000, EAR = 0.2647 
A = 4.1231, B = 5.0990, C = 17.2627, EAR = 0.2671 
A = 4.1231, B = 5.0990, C = 17.0000, EAR = 0.2712 
A = 5.0990, B = 5.0990, C = 17.1172, EAR = 0.2979 
A = 4.0000, B = 5.0000, C = 17.0294, EAR = 0.2642 
A = 5.0990, B = 5.0990, C = 17.2627, EAR = 0.2954 
A = 4.0000, B = 5.0000, C = 17.0294, EAR = 0.2642 
A = 4.0000, B = 5.0000, C = 17.2627, EAR = 0.2607 
A = 5.0000, B = 5.0000, C = 17.0000, EAR = 0.2941 
A = 5.0990, B = 5.0000, C = 16.2788, EAR = 0.3102 
A = 4.0000, B = 5.0990, C = 17.0294, EAR = 0.2672 
A = 5.0990, B = 5.0990, C = 17.2627, EAR = 0.2954 
A = 4.1231, B = 5.0990, C = 17.0294, EAR = 0.2708 
A = 4.1231, B = 5.0000, C = 17.2627, EAR = 0.2642 
A = 4.0000, B = 5.0000, C = 17.0000, EAR = 0.2647 
A = 5.0000, B = 5.0990, C = 17.2627, EAR = 0.2925 
A = 4.0000, B = 5.0000, C = 17.0000, EAR = 0.2647 
A = 4.0000, B = 5.0990, C = 17.2627, EAR = 0.2635 
A = 4.1231, B = 5.0000, C = 17.0000, EAR = 0.2683 
A = 4.0000, B = 5.0000, C = 16.2788, EAR = 0.2764 
A = 5.0990, B = 5.0000, C = 17.0294, EAR = 0.2965 
A = 5.0000, B = 5.0990, C = 17.2627, EAR = 0.2925 
A = 5.0000, B = 5.0000, C = 17.0000, EAR = 0.2941 
A = 6.0000, B = 5.0990, C = 17.2627, EAR = 0.3215 
A = 5.0000, B = 5.0000, C = 17.0000, EAR = 0.2941 
A = 4.0000, B = 5.0990, C = 17.2627, EAR = 0.2635 
A = 5.0000, B = 5.0000, C = 17.0000, EAR = 0.2941 
A = 5.0990, B = 5.0990, C = 17.2627, EAR = 0.2954 
A = 5.0000, B = 5.0000, C = 17.0000, EAR = 0.2941 
A = 5.0990, B = 5.0990, C = 17.2627, EAR = 0.2954 
A = 5.0000, B = 5.0000, C = 17.0000, EAR = 0.2941 
A = 4.0000, B = 5.0990, C = 17.2627, EAR = 0.2635 
A = 5.0000, B = 5.0000, C = 17.0000, EAR = 0.2941 
A = 4.1231, B = 5.0990, C = 17.2627, EAR = 0.2671 
A = 5.0000, B = 5.0000, C = 17.0000, EAR = 0.2941 
A = 5.0990, B = 5.0990, C = 17.2627, EAR = 0.2954 
A = 5.0000, B = 5.0000, C = 17.0000, EAR = 0.2941 
A = 5.0990, B = 5.0990, C = 17.2627, EAR = 0.2954 
A = 5.0000, B = 4.0000, C = 17.0000, EAR = 0.2647 
A = 5.0990, B = 5.0990, C = 17.2627, EAR = 0.2954 
A = 5.0000, B = 5.0000, C = 17.0000, EAR = 0.2941 
A = 5.0990, B = 5.0990, C = 17.2627, EAR = 0.2954 
A = 5.0000, B = 5.0000, C = 17.0000, EAR = 0.2941 
A = 5.0990, B = 5.0990, C = 18.2483, EAR = 0.2794 
A = 5.0000, B = 5.0000, C = 17.0294, EAR = 0.2936 
A = 5.0990, B = 5.0990, C = 17.2627, EAR = 0.2954 
A = 5.0000, B = 5.0000, C = 17.0000, EAR = 0.2941 
A = 5.0000, B = 5.0990, C = 17.4642, EAR = 0.2891 
A = 5.0000, B = 5.0000, C = 17.0000, EAR = 0.2941 
A = 5.0000, B = 5.0990, C = 17.2627, EAR = 0.2925 
A = 5.0000, B = 5.0000, C = 17.0000, EAR = 0.2941 
A = 5.0000, B = 5.0990, C = 16.4924, EAR = 0.3062 
A = 5.0000, B = 5.0000, C = 17.0000, EAR = 0.2941 
A = 5.0000, B = 5.0990, C = 17.2627, EAR = 0.2925 
A = 5.0000, B = 5.0000, C = 17.0000, EAR = 0.2941 
A = 4.0000, B = 5.0000, C = 16.2788, EAR = 0.2764 
A = 5.0990, B = 5.0990, C = 17.0000, EAR = 0.2999 
A = 5.0990, B = 5.0000, C = 16.2788, EAR = 0.3102 
A = 5.0990, B = 5.0990, C = 17.0000, EAR = 0.2999 
A = 5.0990, B = 5.0000, C = 17.2627, EAR = 0.2925 
A = 5.0000, B = 5.0000, C = 17.0000, EAR = 0.2941 
A = 5.0990, B = 5.0000, C = 17.2627, EAR = 0.2925 
A = 5.0000, B = 5.0000, C = 17.0000, EAR = 0.2941 
A = 5.0990, B = 5.0990, C = 17.2627, EAR = 0.2954 
A = 5.0000, B = 5.0000, C = 17.0000, EAR = 0.2941 
A = 5.0990, B = 5.0990, C = 17.2627, EAR = 0.2954 
A = 5.0000, B = 5.0000, C = 17.0000, EAR = 0.2941 
A = 5.0990, B = 5.0990, C = 17.2627, EAR = 0.2954 
A = 5.0000, B = 5.0000, C = 17.0000, EAR = 0.2941 
A = 5.0990, B = 5.0990, C = 17.2627, EAR = 0.2954 
A = 5.0000, B = 5.0000, C = 17.0000, EAR = 0.2941 
A = 5.0990, B = 5.0990, C = 17.2627, EAR = 0.2954 
A = 5.0000, B = 5.0000, C = 17.0000, EAR = 0.2941 
A = 5.0990, B = 5.0990, C = 17.2627, EAR = 0.2954 
A = 5.0000, B = 5.0000, C = 18.0000, EAR = 0.2778 
