A = 6.0000, B = 6.0828, C = 21.0238, EAR = 0.2874 
A = 5.0990, B = 5.0990, C = 20.3961, EAR = 0.2500 
A = 5.0990, B = 5.0000, C = 20.0000, EAR = 0.2525 
A = 6.0828, B = 5.0000, C = 20.3961, EAR = 0.2717 
A = 5.0990, B = 5.0990, C = 21.0000, EAR = 0.2428 
A = 5.0990, B = 4.0000, C = 20.2237, EAR = 0.2250 
A = 6.0000, B = 5.0990, C = 21.0238, EAR = 0.2640 
A = 5.0990, B = 5.0000, C = 21.3776, EAR = 0.2362 
A = 5.0000, B = 5.0000, C = 21.0000, EAR = 0.2381 
A = 5.0990, B = 5.0990, C = 21.3776, EAR = 0.2385 
A = 5.0000, B = 5.0000, C = 21.0000, EAR = 0.2381 
A = 5.0990, B = 5.0000, C = 21.3776, EAR = 0.2362 
A = 5.0990, B = 4.1231, C = 20.0000, EAR = 0.2306 
A = 5.0990, B = 4.0000, C = 21.3776, EAR = 0.2128 
A = 5.0000, B = 4.0000, C = 21.0000, EAR = 0.2143 
A = 5.0990, B = 4.1231, C = 21.2132, EAR = 0.2174 
A = 5.0000, B = 4.0000, C = 20.0000, EAR = 0.2250 
A = 5.0990, B = 4.1231, C = 20.3961, EAR = 0.2261 
A = 5.0000, B = 4.0000, C = 20.0000, EAR = 0.2250 
A = 5.0990, B = 5.0990, C = 20.3961, EAR = 0.2500 
A = 5.0000, B = 5.0000, C = 20.0250, EAR = 0.2497 
A = 5.0990, B = 6.0828, C = 21.3776, EAR = 0.2615 
A = 5.0000, B = 5.0000, C = 20.0000, EAR = 0.2500 
A = 5.0990, B = 5.0000, C = 21.3776, EAR = 0.2362 
A = 5.0000, B = 4.0000, C = 21.0000, EAR = 0.2143 
A = 5.3852, B = 4.0000, C = 21.3776, EAR = 0.2195 
A = 5.0000, B = 4.0000, C = 20.0000, EAR = 0.2250 
A = 5.3852, B = 5.0990, C = 21.2132, EAR = 0.2471 
A = 5.0000, B = 5.0990, C = 21.0000, EAR = 0.2405 
A = 6.0828, B = 5.0990, C = 21.2132, EAR = 0.2636 
A = 5.0000, B = 5.0000, C = 20.0000, EAR = 0.2500 
A = 5.0990, B = 5.0990, C = 20.3961, EAR = 0.2500 
A = 5.0000, B = 4.0000, C = 20.0000, EAR = 0.2250 
A = 5.0990, B = 5.0990, C = 20.3961, EAR = 0.2500 
A = 5.0000, B = 4.0000, C = 20.0000, EAR = 0.2250 
A = 5.0990, B = 4.1231, C = 20.2237, EAR = 0.2280 
A = 5.0000, B = 5.0000, C = 20.0000, EAR = 0.2500 
A = 5.0990, B = 4.1231, C = 20.2237, EAR = 0.2280 
A = 4.0000, B = 4.0000, C = 21.0000, EAR = 0.1905 
A = 4.1231, B = 4.1231, C = 20.2237, EAR = 0.2039 
A = 5.0000, B = 5.0000, C = 20.0000, EAR = 0.2500 
A = 5.0990, B = 4.1231, C = 20.2237, EAR = 0.2280 
A = 5.0000, B = 5.0000, C = 21.0000, EAR = 0.2381 
A = 5.0990, B = 4.1231, C = 20.3961, EAR = 0.2261 
A = 5.0000, B = 5.0000, C = 21.0000, EAR = 0.2381 
A = 5.0990, B = 5.0990, C = 20.3961, EAR = 0.2500 
A = 4.0000, B = 5.0990, C = 21.0000, EAR = 0.2166 
A = 5.0990, B = 4.1231, C = 20.2237, EAR = 0.2280 
A = 4.0000, B = 4.0000, C = 20.0000, EAR = 0.2000 
A = 5.0990, B = 4.1231, C = 21.2132, EAR = 0.2174 
A = 4.0000, B = 5.0000, C = 20.0000, EAR = 0.2250 
A = 5.3852, B = 4.0000, C = 21.2132, EAR = 0.2212 
A = 5.0000, B = 5.0000, C = 21.0000, EAR = 0.2381 
A = 5.0990, B = 5.0990, C = 21.3776, EAR = 0.2385 
A = 6.0000, B = 5.0000, C = 20.0250, EAR = 0.2747 
A = 5.0990, B = 5.0990, C = 21.3776, EAR = 0.2385 
A = 5.0000, B = 4.0000, C = 20.0250, EAR = 0.2247 
A = 5.0990, B = 4.1231, C = 20.2237, EAR = 0.2280 
A = 6.0000, B = 5.0000, C = 20.0250, EAR = 0.2747 
A = 5.0990, B = 4.1231, C = 21.3776, EAR = 0.2157 
A = 5.0000, B = 4.0000, C = 20.0000, EAR = 0.2250 
A = 5.0990, B = 5.0990, C = 21.3776, EAR = 0.2385 
A = 5.0000, B = 5.0000, C = 20.0000, EAR = 0.2500 
A = 5.0990, B = 4.1231, C = 21.3776, EAR = 0.2157 
A = 5.0000, B = 4.0000, C = 20.0000, EAR = 0.2250 
A = 5.0990, B = 5.0990, C = 20.3961, EAR = 0.2500 
A = 4.1231, B = 4.1231, C = 20.0000, EAR = 0.2062 
A = 5.0990, B = 5.0990, C = 20.3961, EAR = 0.2500 
A = 5.0000, B = 4.0000, C = 20.0000, EAR = 0.2250 
A = 4.1231, B = 5.0990, C = 21.3776, EAR = 0.2157 
A = 5.0000, B = 4.0000, C = 20.0000, EAR = 0.2250 
A = 5.0990, B = 5.0990, C = 21.3776, EAR = 0.2385 
A = 4.0000, B = 4.0000, C = 20.0000, EAR = 0.2000 
A = 4.1231, B = 4.1231, C = 20.3961, EAR = 0.2022 
A = 4.0000, B = 4.0000, C = 20.0000, EAR = 0.2000 
A = 4.1231, B = 4.1231, C = 21.3776, EAR = 0.1929 
A = 5.0000, B = 5.0000, C = 20.0000, EAR = 0.2500 
A = 4.1231, B = 5.0990, C = 20.3961, EAR = 0.2261 
A = 5.0990, B = 5.0990, C = 21.0000, EAR = 0.2428 
A = 4.1231, B = 5.0990, C = 21.3776, EAR = 0.2157 
A = 5.0000, B = 4.0000, C = 21.0000, EAR = 0.2143 
A = 5.0990, B = 5.0990, C = 21.3776, EAR = 0.2385 
A = 5.0990, B = 4.0000, C = 20.0000, EAR = 0.2275 
A = 5.0990, B = 5.0990, C = 21.3776, EAR = 0.2385 
A = 5.0000, B = 4.0000, C = 21.0000, EAR = 0.2143 
A = 5.3852, B = 5.0990, C = 21.3776, EAR = 0.2452 
A = 5.0000, B = 4.0000, C = 21.0000, EAR = 0.2143 
A = 5.0990, B = 5.0990, C = 21.3776, EAR = 0.2385 
A = 5.0000, B = 4.0000, C = 21.0000, EAR = 0.2143 
A = 5.0990, B = 5.0990, C = 20.3961, EAR = 0.2500 
A = 5.0000, B = 4.1231, C = 21.0000, EAR = 0.2172 
A = 5.0990, B = 5.0990, C = 21.3776, EAR = 0.2385 
A = 5.0000, B = 4.0000, C = 21.0000, EAR = 0.2143 
A = 4.1231, B = 5.0990, C = 20.3961, EAR = 0.2261 
A = 5.0000, B = 5.0000, C = 21.0000, EAR = 0.2381 
A = 5.0990, B = 5.0000, C = 21.3776, EAR = 0.2362 
A = 5.0000, B = 5.0000, C = 21.0000, EAR = 0.2381 
A = 5.3852, B = 5.0990, C = 21.3776, EAR = 0.2452 
A = 5.0000, B = 4.0000, C = 21.0000, EAR = 0.2143 
A = 5.3852, B = 5.0990, C = 21.3776, EAR = 0.2452 
A = 5.0000, B = 5.0990, C = 21.0000, EAR = 0.2405 
A = 5.3852, B = 5.0990, C = 21.3776, EAR = 0.2452 
A = 5.0000, B = 5.0000, C = 20.0000, EAR = 0.2500 
A = 5.0990, B = 5.0990, C = 20.2237, EAR = 0.2521 
A = 4.0000, B = 4.0000, C = 20.0000, EAR = 0.2000 
A = 4.1231, B = 4.1231, C = 20.3961, EAR = 0.2022 
A = 5.0000, B = 5.0000, C = 20.0000, EAR = 0.2500 
A = 5.0990, B = 5.0990, C = 20.3961, EAR = 0.2500 
A = 5.0000, B = 5.0000, C = 20.0000, EAR = 0.2500 
A = 5.0990, B = 5.0990, C = 20.2237, EAR = 0.2521 
A = 5.0000, B = 4.0000, C = 20.0250, EAR = 0.2247 
A = 4.1231, B = 5.0990, C = 20.3961, EAR = 0.2261 
A = 5.0000, B = 4.0000, C = 20.0000, EAR = 0.2250 
A = 4.1231, B = 4.1231, C = 21.3776, EAR = 0.1929 
A = 5.0000, B = 4.0000, C = 20.0000, EAR = 0.2250 
A = 5.0990, B = 5.0990, C = 21.3776, EAR = 0.2385 
A = 4.0000, B = 5.0000, C = 20.0250, EAR = 0.2247 
A = 5.0990, B = 5.0990, C = 20.3961, EAR = 0.2500 
A = 5.0000, B = 4.0000, C = 21.0000, EAR = 0.2143 
A = 5.0990, B = 5.0990, C = 22.3607, EAR = 0.2280 
A = 5.0990, B = 4.0000, C = 21.0000, EAR = 0.2166 
A = 5.0990, B = 5.0990, C = 21.3776, EAR = 0.2385 
A = 5.0000, B = 5.0000, C = 21.0238, EAR = 0.2378 
A = 5.0990, B = 5.0000, C = 21.3776, EAR = 0.2362 
A = 5.0000, B = 4.0000, C = 20.0000, EAR = 0.2250 
A = 5.0990, B = 5.0990, C = 20.3961, EAR = 0.2500 
A = 5.0000, B = 5.0000, C = 20.0250, EAR = 0.2497 
A = 5.0990, B = 4.4721, C = 21.3776, EAR = 0.2239 
A = 5.0000, B = 5.0000, C = 20.0250, EAR = 0.2497 
A = 5.0990, B = 5.3852, C = 21.3776, EAR = 0.2452 
A = 5.0000, B = 5.0000, C = 20.0000, EAR = 0.2500 
A = 5.0990, B = 5.0990, C = 20.6155, EAR = 0.2473 
A = 5.0000, B = 5.0000, C = 20.0000, EAR = 0.2500 
A = 5.0990, B = 5.0990, C = 21.3776, EAR = 0.2385 
A = 5.0000, B = 6.0000, C = 20.0250, EAR = 0.2747 
A = 5.0990, B = 5.0990, C = 20.3961, EAR = 0.2500 
A = 5.0000, B = 5.0000, C = 20.0250, EAR = 0.2497 
A = 5.0990, B = 4.1231, C = 21.3776, EAR = 0.2157 
A = 5.0000, B = 5.0000, C = 20.0000, EAR = 0.2500 
A = 6.0828, B = 5.0990, C = 21.3776, EAR = 0.2615 
A = 6.0000, B = 5.0000, C = 21.0238, EAR = 0.2616 
A = 5.0990, B = 5.0990, C = 21.3776, EAR = 0.2385 
A = 5.0000, B = 5.0000, C = 20.0000, EAR = 0.2500 
A = 6.0828, B = 6.0828, C = 20.3961, EAR = 0.2982 
A = 6.0000, B = 6.0000, C = 21.0238, EAR = 0.2854 
A = 6.0828, B = 6.3246, C = 21.3776, EAR = 0.2902 
A = 5.0000, B = 5.0000, C = 20.0250, EAR = 0.2497 
A = 6.0828, B = 5.0990, C = 20.3961, EAR = 0.2741 
A = 6.0000, B = 5.0990, C = 21.0238, EAR = 0.2640 
A = 5.0990, B = 5.0990, C = 21.3776, EAR = 0.2385 
A = 5.0000, B = 5.0000, C = 20.0000, EAR = 0.2500 
A = 5.0990, B = 5.3852, C = 20.6155, EAR = 0.2543 
A = 5.0000, B = 5.0990, C = 20.0998, EAR = 0.2512 
A = 6.0828, B = 5.0990, C = 21.5870, EAR = 0.2590 
A = 6.0000, B = 6.0000, C = 21.0238, EAR = 0.2854 
A = 5.3852, B = 6.0828, C = 21.3776, EAR = 0.2682 
A = 6.0000, B = 5.0000, C = 20.0250, EAR = 0.2747 
A = 5.0990, B = 6.0828, C = 20.3961, EAR = 0.2741 
A = 6.0828, B = 6.0000, C = 21.0238, EAR = 0.2874 
A = 6.0828, B = 6.0828, C = 21.3776, EAR = 0.2845 
A = 5.0000, B = 5.0990, C = 20.0000, EAR = 0.2525 
A = 5.0990, B = 5.0990, C = 20.3961, EAR = 0.2500 
A = 6.0000, B = 5.0000, C = 21.0000, EAR = 0.2619 
A = 5.0990, B = 5.0990, C = 21.3776, EAR = 0.2385 
A = 5.0000, B = 5.0000, C = 21.0000, EAR = 0.2381 
A = 6.0828, B = 5.0990, C = 21.3776, EAR = 0.2615 
A = 5.0000, B = 5.0000, C = 21.0000, EAR = 0.2381 
A = 6.0828, B = 5.0990, C = 21.3776, EAR = 0.2615 
A = 5.0000, B = 5.0000, C = 20.0250, EAR = 0.2497 
A = 5.0990, B = 6.0828, C = 21.3776, EAR = 0.2615 
A = 5.0000, B = 5.0000, C = 22.0227, EAR = 0.2270 
A = 5.3852, B = 5.0990, C = 21.3776, EAR = 0.2452 
A = 6.0000, B = 5.0000, C = 21.0238, EAR = 0.2616 
A = 5.0990, B = 5.0990, C = 21.3776, EAR = 0.2385 
A = 6.0000, B = 5.0000, C = 21.0238, EAR = 0.2616 
A = 5.3852, B = 5.0990, C = 22.3607, EAR = 0.2344 
A = 5.0000, B = 5.0000, C = 21.0000, EAR = 0.2381 
A = 5.0990, B = 5.0990, C = 21.3776, EAR = 0.2385 
A = 5.0000, B = 5.0000, C = 21.0238, EAR = 0.2378 
A = 5.0990, B = 5.0990, C = 21.3776, EAR = 0.2385 
A = 5.0000, B = 5.0000, C = 21.0238, EAR = 0.2378 
A = 5.3852, B = 5.0990, C = 22.3607, EAR = 0.2344 
A = 5.0000, B = 5.0000, C = 21.0238, EAR = 0.2378 
A = 5.0990, B = 5.0000, C = 22.3607, EAR = 0.2258 
A = 6.0000, B = 5.0000, C = 21.0238, EAR = 0.2616 
A = 5.0990, B = 5.0990, C = 21.3776, EAR = 0.2385 
A = 5.0000, B = 5.0000, C = 22.0227, EAR = 0.2270 
A = 5.0990, B = 5.0990, C = 21.3776, EAR = 0.2385 
A = 6.0000, B = 5.0000, C = 22.0227, EAR = 0.2497 
A = 5.0990, B = 5.0990, C = 21.3776, EAR = 0.2385 
A = 5.0000, B = 5.0000, C = 21.0000, EAR = 0.2381 
A = 5.0990, B = 5.0990, C = 21.3776, EAR = 0.2385 
A = 5.0000, B = 5.0000, C = 21.0238, EAR = 0.2378 
A = 5.0990, B = 5.0990, C = 21.3776, EAR = 0.2385 
A = 5.0000, B = 5.0000, C = 21.0000, EAR = 0.2381 
A = 5.0990, B = 5.0990, C = 22.3607, EAR = 0.2280 
A = 5.0000, B = 4.1231, C = 21.0238, EAR = 0.2170 
A = 5.0990, B = 5.0990, C = 22.3607, EAR = 0.2280 
A = 5.0000, B = 5.0990, C = 21.0238, EAR = 0.2402 
A = 5.0990, B = 5.0990, C = 21.3776, EAR = 0.2385 
A = 5.0990, B = 5.0000, C = 21.0000, EAR = 0.2405 
A = 5.0990, B = 5.0990, C = 22.3607, EAR = 0.2280 
A = 5.0000, B = 5.0000, C = 21.0000, EAR = 0.2381 
A = 5.3852, B = 5.0990, C = 20.3961, EAR = 0.2570 
A = 5.0000, B = 5.0990, C = 21.0000, EAR = 0.2405 
A = 6.0828, B = 6.0828, C = 21.3776, EAR = 0.2845 
A = 5.0000, B = 5.0000, C = 22.0227, EAR = 0.2270 
A = 6.0828, B = 5.0990, C = 21.3776, EAR = 0.2615 
A = 5.0000, B = 4.0000, C = 21.0000, EAR = 0.2143 
A = 5.0990, B = 5.0990, C = 22.3607, EAR = 0.2280 
A = 5.0000, B = 5.0000, C = 21.0238, EAR = 0.2378 
A = 5.0990, B = 5.0990, C = 21.3776, EAR = 0.2385 
A = 5.0000, B = 5.0000, C = 21.0238, EAR = 0.2378 
A = 5.0990, B = 5.0990, C = 21.3776, EAR = 0.2385 
A = 5.0000, B = 4.0000, C = 20.0250, EAR = 0.2247 
A = 5.0990, B = 5.0990, C = 21.3776, EAR = 0.2385 
A = 5.0000, B = 5.0000, C = 20.0250, EAR = 0.2497 
A = 5.0990, B = 5.0990, C = 21.3776, EAR = 0.2385 
A = 5.0000, B = 5.0000, C = 20.0250, EAR = 0.2497 
A = 5.0990, B = 5.0990, C = 20.3961, EAR = 0.2500 
A = 5.0000, B = 5.0000, C = 21.0238, EAR = 0.2378 
A = 5.0990, B = 5.0990, C = 20.3961, EAR = 0.2500 
A = 6.0000, B = 5.0000, C = 20.0250, EAR = 0.2747 
A = 5.0990, B = 5.0990, C = 20.3961, EAR = 0.2500 
A = 5.0000, B = 4.0000, C = 21.0238, EAR = 0.2140 
A = 5.0990, B = 4.1231, C = 21.3776, EAR = 0.2157 
A = 5.0000, B = 4.0000, C = 20.0000, EAR = 0.2250 
A = 5.0990, B = 5.0990, C = 21.2132, EAR = 0.2404 
A = 5.0000, B = 5.0000, C = 21.0000, EAR = 0.2381 
A = 6.0828, B = 5.0990, C = 21.3776, EAR = 0.2615 
A = 5.0000, B = 4.0000, C = 21.0000, EAR = 0.2143 
A = 5.0990, B = 4.1231, C = 21.2132, EAR = 0.2174 
A = 3.1623, B = 2.2361, C = 22.0000, EAR = 0.1227 
A = 2.2361, B = 3.1623, C = 22.2036, EAR = 0.1216 
A = 3.0000, B = 2.0000, C = 22.0000, EAR = 0.1136 
A = 2.2361, B = 2.2361, C = 22.0907, EAR = 0.1012 
A = 2.0000, B = 2.0000, C = 22.0227, EAR = 0.0908 
A = 2.0000, B = 2.0000, C = 21.2132, EAR = 0.0943 
A = 3.0000, B = 2.0000, C = 22.0000, EAR = 0.1136 
A = 3.1623, B = 3.1623, C = 22.2036, EAR = 0.1424 
A = 3.1623, B = 2.0000, C = 21.0000, EAR = 0.1229 
A = 3.1623, B = 3.1623, C = 22.2036, EAR = 0.1424 
A = 4.0000, B = 3.0000, C = 22.0227, EAR = 0.1589 
A = 4.0000, B = 4.0000, C = 21.3776, EAR = 0.1871 
A = 5.0000, B = 5.0000, C = 20.0000, EAR = 0.2500 
A = 5.0990, B = 4.1231, C = 21.2132, EAR = 0.2174 
A = 5.0000, B = 4.0000, C = 20.0000, EAR = 0.2250 
A = 5.3852, B = 4.1231, C = 20.3961, EAR = 0.2331 
A = 4.0000, B = 4.0000, C = 20.0000, EAR = 0.2000 
A = 4.1231, B = 4.1231, C = 20.3961, EAR = 0.2022 
A = 5.0000, B = 4.0000, C = 22.0000, EAR = 0.2045 
A = 5.0990, B = 4.1231, C = 21.3776, EAR = 0.2157 
A = 5.0000, B = 5.0000, C = 20.0000, EAR = 0.2500 
A = 5.0990, B = 5.0990, C = 21.2132, EAR = 0.2404 
A = 5.0000, B = 4.0000, C = 20.0000, EAR = 0.2250 
A = 6.0828, B = 4.0000, C = 21.3776, EAR = 0.2358 
A = 4.0000, B = 4.0000, C = 21.0000, EAR = 0.1905 
A = 5.0990, B = 4.0000, C = 21.3776, EAR = 0.2128 
A = 5.0000, B = 5.0000, C = 21.0238, EAR = 0.2378 
A = 6.0828, B = 5.0000, C = 21.3776, EAR = 0.2592 
A = 5.0000, B = 5.0000, C = 21.0238, EAR = 0.2378 
A = 5.0990, B = 4.0000, C = 21.3776, EAR = 0.2128 
A = 5.0000, B = 5.0000, C = 21.0238, EAR = 0.2378 
A = 5.0990, B = 5.0000, C = 21.3776, EAR = 0.2362 
A = 5.0000, B = 5.0000, C = 20.0000, EAR = 0.2500 
A = 5.0990, B = 5.0000, C = 21.3776, EAR = 0.2362 
A = 5.0000, B = 5.0000, C = 20.0250, EAR = 0.2497 
A = 5.0990, B = 5.0000, C = 21.3776, EAR = 0.2362 
A = 4.0000, B = 5.0000, C = 20.0250, EAR = 0.2247 
A = 5.0990, B = 5.0990, C = 20.3961, EAR = 0.2500 
A = 5.0000, B = 5.0000, C = 20.0250, EAR = 0.2497 
A = 5.0990, B = 5.0990, C = 21.3776, EAR = 0.2385 
A = 5.0000, B = 4.0000, C = 21.0000, EAR = 0.2143 
A = 4.1231, B = 5.0990, C = 21.3776, EAR = 0.2157 
A = 5.0000, B = 5.0000, C = 21.0238, EAR = 0.2378 
A = 5.0990, B = 5.0990, C = 20.2237, EAR = 0.2521 
A = 5.0000, B = 4.0000, C = 20.0000, EAR = 0.2250 
A = 5.0990, B = 5.0990, C = 20.3961, EAR = 0.2500 
A = 5.0000, B = 4.0000, C = 20.0000, EAR = 0.2250 
A = 4.1231, B = 4.1231, C = 20.2237, EAR = 0.2039 
A = 5.0000, B = 4.0000, C = 20.0000, EAR = 0.2250 
A = 4.1231, B = 5.0990, C = 20.2237, EAR = 0.2280 
A = 4.0000, B = 4.0000, C = 21.0000, EAR = 0.1905 
A = 4.1231, B = 4.1231, C = 21.2132, EAR = 0.1944 
A = 5.0000, B = 4.0000, C = 20.0000, EAR = 0.2250 
A = 4.1231, B = 4.1231, C = 20.2237, EAR = 0.2039 
A = 5.0000, B = 4.0000, C = 21.0000, EAR = 0.2143 
A = 4.1231, B = 5.0990, C = 21.2132, EAR = 0.2174 
A = 4.0000, B = 5.0000, C = 21.0000, EAR = 0.2143 
A = 4.1231, B = 4.1231, C = 21.2132, EAR = 0.1944 
A = 5.0000, B = 4.0000, C = 20.0000, EAR = 0.2250 
A = 4.1231, B = 4.1231, C = 20.2237, EAR = 0.2039 
A = 5.0000, B = 4.0000, C = 20.0000, EAR = 0.2250 
A = 5.0990, B = 4.1231, C = 20.2237, EAR = 0.2280 
A = 4.0000, B = 5.0000, C = 20.0250, EAR = 0.2247 
A = 4.1231, B = 4.1231, C = 20.2237, EAR = 0.2039 
A = 5.0000, B = 5.0000, C = 20.0000, EAR = 0.2500 
A = 5.0990, B = 4.1231, C = 20.3961, EAR = 0.2261 
A = 5.0000, B = 5.0000, C = 21.0000, EAR = 0.2381 
A = 5.0990, B = 4.1231, C = 20.2237, EAR = 0.2280 
A = 4.0000, B = 5.0000, C = 20.0000, EAR = 0.2250 
A = 5.0990, B = 4.1231, C = 20.2237, EAR = 0.2280 
A = 6.0000, B = 5.0000, C = 20.0250, EAR = 0.2747 
A = 5.0990, B = 5.0990, C = 20.3961, EAR = 0.2500 
A = 5.0000, B = 5.0000, C = 21.0238, EAR = 0.2378 
A = 5.3852, B = 4.1231, C = 21.3776, EAR = 0.2224 
A = 5.0000, B = 5.0000, C = 20.0000, EAR = 0.2500 
A = 5.3852, B = 5.0990, C = 20.3961, EAR = 0.2570 
A = 5.0000, B = 5.0000, C = 20.0250, EAR = 0.2497 
A = 5.0990, B = 5.0990, C = 20.3961, EAR = 0.2500 
A = 6.0000, B = 5.0000, C = 20.0250, EAR = 0.2747 
A = 5.0990, B = 5.0990, C = 20.3961, EAR = 0.2500 
A = 5.0000, B = 5.0000, C = 20.0250, EAR = 0.2497 
A = 5.0990, B = 5.0990, C = 20.3961, EAR = 0.2500 
A = 5.0000, B = 5.0000, C = 20.0250, EAR = 0.2497 
A = 5.3852, B = 5.0990, C = 21.3776, EAR = 0.2452 
A = 6.0828, B = 5.0000, C = 21.0238, EAR = 0.2636 
A = 5.0990, B = 5.0990, C = 21.3776, EAR = 0.2385 
A = 5.0000, B = 5.0000, C = 20.0250, EAR = 0.2497 
A = 5.3852, B = 5.0990, C = 21.3776, EAR = 0.2452 
A = 5.0000, B = 5.0000, C = 20.0250, EAR = 0.2497 
A = 5.0990, B = 5.0990, C = 21.3776, EAR = 0.2385 
A = 5.0000, B = 6.0000, C = 21.0238, EAR = 0.2616 
A = 6.0828, B = 6.0828, C = 21.3776, EAR = 0.2845 
A = 6.0000, B = 5.0000, C = 20.0250, EAR = 0.2747 
A = 6.0828, B = 6.0828, C = 21.3776, EAR = 0.2845 
A = 5.0000, B = 5.0000, C = 21.0238, EAR = 0.2378 
A = 6.0828, B = 6.0828, C = 21.3776, EAR = 0.2845 
A = 5.0000, B = 5.0000, C = 20.0000, EAR = 0.2500 
A = 6.0828, B = 5.0990, C = 21.3776, EAR = 0.2615 
A = 5.0000, B = 6.0000, C = 21.0000, EAR = 0.2619 
A = 6.0828, B = 5.0990, C = 21.3776, EAR = 0.2615 
A = 5.0000, B = 4.1231, C = 21.0238, EAR = 0.2170 
A = 6.0828, B = 6.0828, C = 21.3776, EAR = 0.2845 
A = 5.0000, B = 6.0000, C = 21.0000, EAR = 0.2619 
A = 6.0828, B = 6.0828, C = 21.3776, EAR = 0.2845 
A = 5.0000, B = 5.0000, C = 21.0000, EAR = 0.2381 
A = 6.0828, B = 6.0828, C = 21.3776, EAR = 0.2845 
A = 5.0000, B = 5.0000, C = 20.0250, EAR = 0.2497 
A = 5.0990, B = 5.0990, C = 21.3776, EAR = 0.2385 
A = 6.0000, B = 6.0000, C = 21.0238, EAR = 0.2854 
A = 6.3246, B = 6.0828, C = 21.3776, EAR = 0.2902 
A = 6.0000, B = 6.0000, C = 21.0238, EAR = 0.2854 
A = 6.0828, B = 6.0828, C = 21.3776, EAR = 0.2845 
A = 5.0000, B = 5.0000, C = 20.0250, EAR = 0.2497 
A = 6.3246, B = 6.0828, C = 20.3961, EAR = 0.3042 
A = 5.0000, B = 5.0000, C = 20.0250, EAR = 0.2497 
A = 6.0828, B = 6.0828, C = 21.3776, EAR = 0.2845 
A = 5.0990, B = 6.0000, C = 20.0250, EAR = 0.2771 
