A = 3.0000, B = 2.0000, C = 16.0312, EAR = 0.1559 
A = 4.1231, B = 4.0000, C = 15.0000, EAR = 0.2708 
A = 4.0000, B = 4.0000, C = 16.0312, EAR = 0.2495 
A = 4.0000, B = 4.0000, C = 15.0333, EAR = 0.2661 
A = 4.0000, B = 4.1231, C = 16.0000, EAR = 0.2538 
A = 4.0000, B = 4.0000, C = 15.0333, EAR = 0.2661 
A = 4.0000, B = 4.0000, C = 16.0312, EAR = 0.2495 
A = 4.0000, B = 5.0000, C = 15.0333, EAR = 0.2993 
A = 4.0000, B = 4.1231, C = 16.0000, EAR = 0.2538 
A = 4.0000, B = 5.0000, C = 15.0333, EAR = 0.2993 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 4.0000, B = 4.0000, C = 15.0333, EAR = 0.2661 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 4.0000, B = 4.0000, C = 15.0333, EAR = 0.2661 
A = 5.0000, B = 4.1231, C = 16.0312, EAR = 0.2845 
A = 4.0000, B = 4.0000, C = 16.0312, EAR = 0.2495 
A = 4.0000, B = 4.0000, C = 16.0312, EAR = 0.2495 
A = 4.1231, B = 4.0000, C = 16.0312, EAR = 0.2534 
A = 4.0000, B = 4.0000, C = 16.0312, EAR = 0.2495 
A = 4.1231, B = 4.0000, C = 15.0333, EAR = 0.2702 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 3.0000, B = 3.0000, C = 14.0357, EAR = 0.2137 
A = 3.0000, B = 3.0000, C = 15.0000, EAR = 0.2000 
A = 3.0000, B = 2.0000, C = 15.1327, EAR = 0.1652 
A = 3.0000, B = 2.0000, C = 15.0000, EAR = 0.1667 
A = 2.0000, B = 2.0000, C = 15.0333, EAR = 0.1330 
A = 2.0000, B = 3.0000, C = 14.0000, EAR = 0.1786 
A = 3.0000, B = 3.0000, C = 16.0000, EAR = 0.1875 
A = 3.0000, B = 3.0000, C = 15.0000, EAR = 0.2000 
A = 3.0000, B = 3.1623, C = 15.0333, EAR = 0.2050 
A = 3.0000, B = 4.0000, C = 16.0000, EAR = 0.2188 
A = 3.0000, B = 3.0000, C = 15.0333, EAR = 0.1996 
A = 3.0000, B = 3.0000, C = 15.0000, EAR = 0.2000 
A = 4.0000, B = 3.0000, C = 16.0000, EAR = 0.2188 
A = 4.0000, B = 4.1231, C = 16.0000, EAR = 0.2538 
A = 4.1231, B = 4.0000, C = 16.0000, EAR = 0.2538 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 4.0000, B = 3.0000, C = 15.0333, EAR = 0.2328 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 4.0000, B = 4.0000, C = 15.0333, EAR = 0.2661 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 4.0000, B = 4.1231, C = 15.0333, EAR = 0.2702 
A = 4.0000, B = 4.0000, C = 15.0000, EAR = 0.2667 
A = 4.0000, B = 4.0000, C = 15.0000, EAR = 0.2667 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 4.0000, B = 4.0000, C = 15.0000, EAR = 0.2667 
A = 4.0000, B = 3.0000, C = 15.0000, EAR = 0.2333 
A = 5.0000, B = 4.0000, C = 15.0000, EAR = 0.3000 
A = 4.0000, B = 4.0000, C = 15.0000, EAR = 0.2667 
A = 4.0000, B = 4.0000, C = 15.0000, EAR = 0.2667 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 4.0000, B = 4.0000, C = 15.0000, EAR = 0.2667 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 4.0000, B = 4.0000, C = 15.0000, EAR = 0.2667 
A = 4.0000, B = 3.0000, C = 15.0000, EAR = 0.2333 
A = 5.0000, B = 4.0000, C = 15.0000, EAR = 0.3000 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 4.0000, B = 4.0000, C = 15.0000, EAR = 0.2667 
A = 4.0000, B = 4.1231, C = 16.0312, EAR = 0.2534 
A = 4.0000, B = 4.0000, C = 15.0000, EAR = 0.2667 
A = 4.0000, B = 4.0000, C = 16.0312, EAR = 0.2495 
A = 5.0000, B = 4.0000, C = 16.0000, EAR = 0.2812 
A = 5.0000, B = 5.0000, C = 16.0312, EAR = 0.3119 
A = 4.0000, B = 4.0000, C = 15.0333, EAR = 0.2661 
A = 4.0000, B = 4.0000, C = 16.0312, EAR = 0.2495 
A = 4.0000, B = 4.0000, C = 15.0333, EAR = 0.2661 
A = 4.0000, B = 4.0000, C = 15.0000, EAR = 0.2667 
A = 4.0000, B = 4.0000, C = 15.0000, EAR = 0.2667 
A = 5.0000, B = 4.0000, C = 15.0333, EAR = 0.2993 
A = 4.0000, B = 4.0000, C = 15.0000, EAR = 0.2667 
A = 4.0000, B = 4.0000, C = 15.0333, EAR = 0.2661 
A = 4.0000, B = 5.0000, C = 15.0333, EAR = 0.2993 
A = 4.0000, B = 4.0000, C = 15.0000, EAR = 0.2667 
A = 4.0000, B = 4.0000, C = 15.0000, EAR = 0.2667 
A = 4.1231, B = 4.0000, C = 15.0333, EAR = 0.2702 
A = 4.0000, B = 5.0000, C = 15.0333, EAR = 0.2993 
A = 5.0000, B = 4.0000, C = 15.0333, EAR = 0.2993 
A = 4.0000, B = 5.0000, C = 15.0333, EAR = 0.2993 
A = 5.0000, B = 4.0000, C = 16.0312, EAR = 0.2807 
A = 4.0000, B = 4.0000, C = 15.0000, EAR = 0.2667 
A = 4.1231, B = 4.0000, C = 15.0333, EAR = 0.2702 
A = 4.0000, B = 4.0000, C = 15.0000, EAR = 0.2667 
A = 4.0000, B = 4.0000, C = 15.0333, EAR = 0.2661 
A = 4.0000, B = 5.0000, C = 15.0333, EAR = 0.2993 
A = 5.0000, B = 5.0000, C = 16.0312, EAR = 0.3119 
A = 5.0000, B = 4.0000, C = 15.0000, EAR = 0.3000 
A = 4.0000, B = 4.0000, C = 16.0312, EAR = 0.2495 
A = 4.1231, B = 5.0000, C = 16.0312, EAR = 0.2845 
A = 4.0000, B = 5.0000, C = 16.0312, EAR = 0.2807 
A = 4.0000, B = 5.0000, C = 16.0312, EAR = 0.2807 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 4.0000, B = 5.0000, C = 15.0333, EAR = 0.2993 
A = 4.1231, B = 4.0000, C = 15.0000, EAR = 0.2708 
A = 5.0000, B = 4.0000, C = 16.0000, EAR = 0.2812 
A = 5.0000, B = 5.0000, C = 15.0333, EAR = 0.3326 
A = 4.0000, B = 4.0000, C = 15.0000, EAR = 0.2667 
A = 4.0000, B = 4.0000, C = 16.0312, EAR = 0.2495 
A = 4.0000, B = 4.0000, C = 15.0000, EAR = 0.2667 
A = 4.0000, B = 4.0000, C = 16.0312, EAR = 0.2495 
A = 4.0000, B = 4.1231, C = 15.0000, EAR = 0.2708 
A = 4.1231, B = 4.0000, C = 15.0000, EAR = 0.2708 
A = 4.0000, B = 5.0000, C = 15.0333, EAR = 0.2993 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 4.0000, B = 5.0000, C = 15.0333, EAR = 0.2993 
A = 4.0000, B = 4.0000, C = 16.0312, EAR = 0.2495 
A = 4.0000, B = 5.0000, C = 15.0333, EAR = 0.2993 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 4.0000, B = 4.0000, C = 15.0000, EAR = 0.2667 
A = 4.1231, B = 4.0000, C = 15.0000, EAR = 0.2708 
A = 4.0000, B = 5.0000, C = 16.0312, EAR = 0.2807 
A = 4.0000, B = 4.0000, C = 16.0312, EAR = 0.2495 
A = 4.0000, B = 4.0000, C = 15.0333, EAR = 0.2661 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 4.0000, B = 5.0000, C = 15.0333, EAR = 0.2993 
A = 4.0000, B = 4.0000, C = 15.0000, EAR = 0.2667 
A = 4.0000, B = 4.0000, C = 15.0000, EAR = 0.2667 
A = 5.0000, B = 5.0000, C = 16.0312, EAR = 0.3119 
A = 4.0000, B = 4.0000, C = 15.0333, EAR = 0.2661 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 4.0000, B = 4.0000, C = 15.0333, EAR = 0.2661 
A = 4.0000, B = 4.1231, C = 16.0312, EAR = 0.2534 
A = 4.0000, B = 4.0000, C = 15.0000, EAR = 0.2667 
A = 4.0000, B = 4.0000, C = 15.0333, EAR = 0.2661 
A = 4.0000, B = 4.0000, C = 15.0333, EAR = 0.2661 
A = 5.0000, B = 4.0000, C = 15.0333, EAR = 0.2993 
A = 4.0000, B = 4.0000, C = 16.0312, EAR = 0.2495 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 4.0000, B = 5.0000, C = 15.0333, EAR = 0.2993 
A = 4.0000, B = 4.0000, C = 16.0312, EAR = 0.2495 
A = 4.0000, B = 5.0000, C = 16.0312, EAR = 0.2807 
A = 4.0000, B = 4.0000, C = 15.0000, EAR = 0.2667 
A = 4.0000, B = 4.1231, C = 15.0333, EAR = 0.2702 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 4.0000, B = 5.0000, C = 15.0333, EAR = 0.2993 
A = 4.0000, B = 4.0000, C = 15.0000, EAR = 0.2667 
A = 5.0000, B = 4.0000, C = 15.0000, EAR = 0.3000 
A = 4.0000, B = 4.1231, C = 16.0312, EAR = 0.2534 
A = 4.0000, B = 5.0000, C = 15.0333, EAR = 0.2993 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 4.0000, B = 4.0000, C = 16.0312, EAR = 0.2495 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 4.1231, B = 3.0000, C = 16.0000, EAR = 0.2226 
A = 4.0000, B = 3.0000, C = 16.0312, EAR = 0.2183 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 4.1231, B = 4.0000, C = 16.0312, EAR = 0.2534 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 4.0000, B = 4.0000, C = 16.0312, EAR = 0.2495 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 4.0000, B = 4.0000, C = 16.0312, EAR = 0.2495 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 5.0000, B = 4.0000, C = 16.0312, EAR = 0.2807 
A = 5.0000, B = 4.0000, C = 16.0000, EAR = 0.2812 
A = 4.0000, B = 4.1231, C = 16.0000, EAR = 0.2538 
A = 5.0000, B = 4.0000, C = 16.0312, EAR = 0.2807 
A = 4.0000, B = 4.0000, C = 16.0312, EAR = 0.2495 
A = 4.1231, B = 4.0000, C = 16.0312, EAR = 0.2534 
A = 5.0990, B = 5.0000, C = 17.0294, EAR = 0.2965 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 4.1231, B = 4.0000, C = 16.0000, EAR = 0.2538 
A = 4.0000, B = 5.0000, C = 16.0312, EAR = 0.2807 
A = 4.0000, B = 4.0000, C = 16.0312, EAR = 0.2495 
A = 5.0000, B = 4.0000, C = 16.0000, EAR = 0.2812 
A = 4.0000, B = 4.1231, C = 16.0312, EAR = 0.2534 
A = 5.0000, B = 4.0000, C = 16.0000, EAR = 0.2812 
A = 4.0000, B = 4.0000, C = 16.0312, EAR = 0.2495 
A = 5.0000, B = 4.0000, C = 16.0000, EAR = 0.2812 
A = 4.0000, B = 4.0000, C = 17.0294, EAR = 0.2349 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 4.0000, B = 5.0000, C = 17.0000, EAR = 0.2647 
A = 5.0990, B = 4.0000, C = 16.0312, EAR = 0.2838 
A = 4.0000, B = 4.0000, C = 16.0312, EAR = 0.2495 
A = 4.0000, B = 5.0000, C = 17.0294, EAR = 0.2642 
A = 5.0000, B = 4.0000, C = 17.0294, EAR = 0.2642 
A = 5.0000, B = 4.0000, C = 17.0000, EAR = 0.2647 
A = 5.0000, B = 4.0000, C = 17.0294, EAR = 0.2642 
A = 5.0990, B = 4.0000, C = 16.0312, EAR = 0.2838 
A = 4.1231, B = 4.0000, C = 17.0294, EAR = 0.2385 
A = 4.0000, B = 5.0000, C = 16.0312, EAR = 0.2807 
A = 4.1231, B = 4.0000, C = 17.0294, EAR = 0.2385 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 4.0000, B = 4.0000, C = 17.0294, EAR = 0.2349 
A = 4.0000, B = 5.0000, C = 16.0312, EAR = 0.2807 
A = 5.0000, B = 4.0000, C = 16.0312, EAR = 0.2807 
A = 5.0990, B = 4.0000, C = 16.0000, EAR = 0.2843 
A = 4.0000, B = 4.0000, C = 17.0294, EAR = 0.2349 
A = 4.0000, B = 5.0000, C = 16.0312, EAR = 0.2807 
A = 5.0990, B = 5.0000, C = 17.0294, EAR = 0.2965 
A = 5.0000, B = 4.0000, C = 16.0000, EAR = 0.2812 
A = 4.0000, B = 4.0000, C = 16.0312, EAR = 0.2495 
A = 4.0000, B = 5.0000, C = 16.0312, EAR = 0.2807 
A = 4.0000, B = 5.0000, C = 17.0294, EAR = 0.2642 
A = 5.0000, B = 4.1231, C = 16.0312, EAR = 0.2845 
A = 5.0990, B = 4.0000, C = 16.0000, EAR = 0.2843 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 5.0000, B = 5.0000, C = 16.0312, EAR = 0.3119 
A = 4.0000, B = 5.0000, C = 16.0312, EAR = 0.2807 
A = 4.0000, B = 4.0000, C = 17.0000, EAR = 0.2353 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 4.0000, B = 5.0990, C = 16.0312, EAR = 0.2838 
A = 4.0000, B = 5.0000, C = 16.0312, EAR = 0.2807 
A = 4.1231, B = 4.0000, C = 16.0000, EAR = 0.2538 
A = 4.0000, B = 4.0000, C = 15.0000, EAR = 0.2667 
A = 4.0000, B = 4.0000, C = 16.0312, EAR = 0.2495 
A = 4.1231, B = 4.0000, C = 16.0000, EAR = 0.2538 
A = 4.0000, B = 5.0990, C = 16.0312, EAR = 0.2838 
A = 4.0000, B = 4.0000, C = 15.0000, EAR = 0.2667 
A = 4.0000, B = 5.0000, C = 16.0000, EAR = 0.2812 
A = 4.0000, B = 5.0000, C = 16.0000, EAR = 0.2812 
A = 4.0000, B = 4.0000, C = 16.0312, EAR = 0.2495 
A = 4.0000, B = 4.1231, C = 16.0000, EAR = 0.2538 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 4.1231, B = 4.0000, C = 15.0000, EAR = 0.2708 
A = 4.0000, B = 4.1231, C = 16.0000, EAR = 0.2538 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 4.1231, B = 5.0000, C = 16.0312, EAR = 0.2845 
A = 5.0000, B = 4.0000, C = 16.0312, EAR = 0.2807 
A = 5.0000, B = 4.1231, C = 16.0000, EAR = 0.2851 
A = 4.0000, B = 5.0000, C = 16.0000, EAR = 0.2812 
A = 3.0000, B = 4.0000, C = 15.0000, EAR = 0.2333 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 2.0000, B = 2.2361, C = 15.0333, EAR = 0.1409 
A = 3.0000, B = 2.2361, C = 16.0312, EAR = 0.1633 
A = 2.0000, B = 2.0000, C = 16.0312, EAR = 0.1248 
A = 3.0000, B = 3.0000, C = 15.0333, EAR = 0.1996 
A = 2.0000, B = 2.0000, C = 15.0333, EAR = 0.1330 
A = 3.0000, B = 2.0000, C = 15.0333, EAR = 0.1663 
A = 3.0000, B = 3.0000, C = 16.0312, EAR = 0.1871 
A = 4.0000, B = 3.0000, C = 15.0000, EAR = 0.2333 
A = 3.0000, B = 3.0000, C = 15.0333, EAR = 0.1996 
A = 3.0000, B = 3.0000, C = 16.0000, EAR = 0.1875 
A = 4.0000, B = 3.1623, C = 15.0333, EAR = 0.2382 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 4.0000, B = 4.0000, C = 15.0333, EAR = 0.2661 
A = 4.0000, B = 4.0000, C = 16.0312, EAR = 0.2495 
A = 4.0000, B = 4.0000, C = 15.0000, EAR = 0.2667 
A = 4.0000, B = 4.0000, C = 16.0312, EAR = 0.2495 
A = 5.0000, B = 4.0000, C = 16.0000, EAR = 0.2812 
A = 5.0000, B = 4.0000, C = 16.0312, EAR = 0.2807 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 4.0000, B = 4.0000, C = 16.0312, EAR = 0.2495 
A = 4.1231, B = 4.0000, C = 16.0000, EAR = 0.2538 
A = 4.1231, B = 4.0000, C = 15.0000, EAR = 0.2708 
A = 4.0000, B = 5.0000, C = 16.0312, EAR = 0.2807 
A = 4.0000, B = 4.0000, C = 16.0312, EAR = 0.2495 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 4.0000, B = 4.0000, C = 16.0312, EAR = 0.2495 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 5.0000, B = 4.0000, C = 16.0312, EAR = 0.2807 
A = 4.0000, B = 4.0000, C = 16.0312, EAR = 0.2495 
A = 4.0000, B = 4.0000, C = 16.0312, EAR = 0.2495 
A = 4.0000, B = 4.0000, C = 15.0000, EAR = 0.2667 
A = 4.0000, B = 4.0000, C = 16.0312, EAR = 0.2495 
A = 4.0000, B = 5.0990, C = 15.0000, EAR = 0.3033 
A = 5.0000, B = 4.0000, C = 16.0312, EAR = 0.2807 
A = 4.0000, B = 4.0000, C = 15.0000, EAR = 0.2667 
A = 4.0000, B = 4.0000, C = 16.0000, EAR = 0.2500 
A = 4.0000, B = 4.0000, C = 15.0000, EAR = 0.2667 
A = 4.0000, B = 4.0000, C = 16.0312, EAR = 0.2495 
A = 4.0000, B = 5.0000, C = 15.0000, EAR = 0.3000 
A = 5.0000, B = 5.0000, C = 15.0000, EAR = 0.3333 
A = 4.0000, B = 5.0990, C = 15.0000, EAR = 0.3033 
