A = 4.0000, B = 3.1623, C = 18.0278, EAR = 0.1986 
A = 6.0828, B = 6.0000, C = 21.2132, EAR = 0.2848 
A = 5.0000, B = 6.0828, C = 21.0950, EAR = 0.2627 
A = 6.0828, B = 6.0000, C = 22.0907, EAR = 0.2735 
A = 6.0000, B = 5.0000, C = 20.0998, EAR = 0.2736 
A = 6.0000, B = 6.0828, C = 21.0950, EAR = 0.2864 
A = 5.0990, B = 5.0990, C = 21.0950, EAR = 0.2417 
A = 6.0828, B = 6.0000, C = 22.0907, EAR = 0.2735 
A = 5.0990, B = 5.0000, C = 20.0998, EAR = 0.2512 
A = 5.0000, B = 5.0990, C = 22.0907, EAR = 0.2286 
A = 5.0990, B = 5.0000, C = 21.0950, EAR = 0.2394 
A = 5.0990, B = 5.0000, C = 21.0950, EAR = 0.2394 
A = 5.0990, B = 5.0000, C = 21.0950, EAR = 0.2394 
A = 5.0000, B = 5.0000, C = 21.0950, EAR = 0.2370 
A = 6.0000, B = 6.0828, C = 21.0950, EAR = 0.2864 
A = 7.0000, B = 6.0000, C = 21.0950, EAR = 0.3081 
A = 5.0000, B = 5.0990, C = 22.0907, EAR = 0.2286 
A = 5.0990, B = 5.0000, C = 22.0907, EAR = 0.2286 
A = 5.0990, B = 5.0000, C = 21.0950, EAR = 0.2394 
A = 5.0990, B = 5.0990, C = 21.0950, EAR = 0.2417 
A = 6.0828, B = 6.0828, C = 21.0950, EAR = 0.2884 
A = 6.0828, B = 6.0828, C = 21.0950, EAR = 0.2884 
A = 6.0000, B = 6.0828, C = 21.0238, EAR = 0.2874 
A = 6.0828, B = 6.0828, C = 21.0950, EAR = 0.2884 
A = 5.0990, B = 5.0990, C = 20.2237, EAR = 0.2521 
A = 6.0828, B = 6.0828, C = 21.3776, EAR = 0.2845 
A = 5.0000, B = 6.0828, C = 21.0950, EAR = 0.2627 
A = 6.0828, B = 5.0000, C = 21.0950, EAR = 0.2627 
A = 5.0990, B = 5.0000, C = 20.0998, EAR = 0.2512 
A = 5.0000, B = 5.0990, C = 20.0998, EAR = 0.2512 
A = 6.0828, B = 6.0000, C = 20.0998, EAR = 0.3006 
A = 6.0828, B = 6.0000, C = 21.2132, EAR = 0.2848 
A = 6.0000, B = 6.0828, C = 21.0950, EAR = 0.2864 
A = 6.0828, B = 6.0000, C = 20.2237, EAR = 0.2987 
A = 6.0828, B = 6.0828, C = 21.2132, EAR = 0.2867 
A = 6.0828, B = 6.0000, C = 21.2132, EAR = 0.2848 
A = 6.0828, B = 6.0828, C = 21.2132, EAR = 0.2867 
A = 6.0828, B = 5.0000, C = 21.2132, EAR = 0.2612 
A = 6.0828, B = 6.0000, C = 21.0950, EAR = 0.2864 
A = 6.0000, B = 6.0828, C = 21.2132, EAR = 0.2848 
A = 5.0990, B = 6.0000, C = 20.0998, EAR = 0.2761 
A = 6.0000, B = 5.0990, C = 20.2237, EAR = 0.2744 
A = 5.0000, B = 5.0000, C = 22.0907, EAR = 0.2263 
A = 6.0828, B = 6.0828, C = 20.2237, EAR = 0.3008 
A = 6.0000, B = 6.0828, C = 21.0950, EAR = 0.2864 
A = 6.0828, B = 7.0711, C = 20.0998, EAR = 0.3272 
A = 6.0828, B = 6.0000, C = 21.0238, EAR = 0.2874 
A = 6.0828, B = 5.0990, C = 20.2237, EAR = 0.2765 
A = 5.0990, B = 5.0990, C = 21.0950, EAR = 0.2417 
A = 6.0828, B = 6.0000, C = 21.2132, EAR = 0.2848 
A = 5.0000, B = 6.0828, C = 21.0950, EAR = 0.2627 
A = 6.0828, B = 6.0828, C = 20.2237, EAR = 0.3008 
A = 6.0000, B = 6.0828, C = 22.0907, EAR = 0.2735 
A = 7.0711, B = 6.0828, C = 21.2132, EAR = 0.3100 
A = 6.0828, B = 6.0000, C = 21.0238, EAR = 0.2874 
A = 7.0711, B = 6.0828, C = 21.2132, EAR = 0.3100 
A = 6.0828, B = 6.0828, C = 21.0950, EAR = 0.2884 
A = 7.0711, B = 6.0828, C = 21.2132, EAR = 0.3100 
A = 6.0828, B = 6.0000, C = 21.0950, EAR = 0.2864 
A = 7.0711, B = 6.0828, C = 22.2036, EAR = 0.2962 
A = 6.0000, B = 6.0828, C = 21.0950, EAR = 0.2864 
A = 7.0711, B = 6.0828, C = 21.2132, EAR = 0.3100 
A = 6.0828, B = 6.0828, C = 21.0950, EAR = 0.2884 
A = 7.0711, B = 6.0828, C = 21.2132, EAR = 0.3100 
A = 6.0000, B = 6.0828, C = 21.0950, EAR = 0.2864 
A = 7.0711, B = 6.0000, C = 20.2237, EAR = 0.3232 
A = 6.0000, B = 6.0828, C = 21.0950, EAR = 0.2864 
A = 6.0828, B = 6.0828, C = 20.3961, EAR = 0.2982 
A = 6.0828, B = 6.0000, C = 21.0950, EAR = 0.2864 
A = 6.0828, B = 6.0828, C = 21.2132, EAR = 0.2867 
A = 5.0000, B = 6.0828, C = 21.0950, EAR = 0.2627 
A = 6.0000, B = 5.0000, C = 21.2132, EAR = 0.2593 
A = 5.0000, B = 6.0828, C = 21.0950, EAR = 0.2627 
A = 6.0828, B = 6.0828, C = 21.0950, EAR = 0.2884 
A = 6.0828, B = 6.0000, C = 22.0907, EAR = 0.2735 
A = 6.0828, B = 6.0000, C = 20.3961, EAR = 0.2962 
A = 6.0000, B = 6.0828, C = 21.0238, EAR = 0.2874 
A = 5.0990, B = 6.0828, C = 21.2132, EAR = 0.2636 
A = 5.0000, B = 5.0000, C = 20.0250, EAR = 0.2497 
A = 6.0828, B = 5.0990, C = 20.2237, EAR = 0.2765 
A = 5.0000, B = 5.0990, C = 21.0950, EAR = 0.2394 
A = 6.0828, B = 5.0000, C = 21.2132, EAR = 0.2612 
A = 5.0990, B = 5.0000, C = 21.0950, EAR = 0.2394 
A = 6.0828, B = 5.0990, C = 21.3776, EAR = 0.2615 
A = 5.0000, B = 5.0000, C = 22.0907, EAR = 0.2263 
A = 6.0000, B = 5.0990, C = 21.3776, EAR = 0.2596 
A = 4.0000, B = 5.0990, C = 21.0950, EAR = 0.2157 
A = 5.0990, B = 5.0990, C = 21.2132, EAR = 0.2404 
A = 5.0000, B = 6.0000, C = 20.0998, EAR = 0.2736 
A = 5.0990, B = 5.0990, C = 20.3961, EAR = 0.2500 
A = 5.0000, B = 5.0000, C = 20.0250, EAR = 0.2497 
A = 5.0000, B = 5.0000, C = 20.2237, EAR = 0.2472 
A = 5.0990, B = 5.0990, C = 21.0950, EAR = 0.2417 
A = 5.0990, B = 6.0828, C = 21.2132, EAR = 0.2636 
A = 5.0990, B = 5.0000, C = 21.0950, EAR = 0.2394 
A = 6.0828, B = 6.0828, C = 21.0950, EAR = 0.2884 
A = 5.0000, B = 5.0000, C = 21.0950, EAR = 0.2370 
A = 6.0828, B = 6.0000, C = 21.2132, EAR = 0.2848 
A = 5.0990, B = 5.0000, C = 21.0950, EAR = 0.2394 
A = 5.0990, B = 6.0000, C = 21.2132, EAR = 0.2616 
A = 5.0990, B = 5.0990, C = 21.0950, EAR = 0.2417 
A = 5.0000, B = 6.0828, C = 21.2132, EAR = 0.2612 
A = 5.0990, B = 5.0000, C = 21.0950, EAR = 0.2394 
A = 5.0990, B = 6.0000, C = 21.2132, EAR = 0.2616 
A = 4.1231, B = 4.0000, C = 22.0907, EAR = 0.1839 
A = 5.0000, B = 4.0000, C = 21.2132, EAR = 0.2121 
A = 4.0000, B = 4.1231, C = 22.0227, EAR = 0.1844 
A = 3.1623, B = 3.1623, C = 21.0950, EAR = 0.1499 
A = 3.0000, B = 3.1623, C = 23.0217, EAR = 0.1338 
A = 4.0000, B = 4.0000, C = 21.0950, EAR = 0.1896 
A = 3.0000, B = 3.0000, C = 21.0238, EAR = 0.1427 
A = 3.1623, B = 3.0000, C = 21.2132, EAR = 0.1452 
A = 5.0990, B = 5.0000, C = 22.0227, EAR = 0.2293 
A = 5.0000, B = 5.0000, C = 21.2132, EAR = 0.2357 
A = 5.0000, B = 5.0000, C = 21.0238, EAR = 0.2378 
A = 5.0000, B = 5.0000, C = 21.2132, EAR = 0.2357 
A = 5.0000, B = 5.0000, C = 20.0250, EAR = 0.2497 
A = 6.0828, B = 5.0990, C = 21.2132, EAR = 0.2636 
A = 6.0000, B = 5.0990, C = 21.0238, EAR = 0.2640 
A = 6.0000, B = 5.0990, C = 21.2132, EAR = 0.2616 
A = 5.0000, B = 5.0990, C = 20.0998, EAR = 0.2512 
A = 5.0000, B = 5.0000, C = 21.3776, EAR = 0.2339 
A = 5.0000, B = 4.1231, C = 21.0950, EAR = 0.2162 
A = 5.0990, B = 5.0990, C = 22.3607, EAR = 0.2280 
A = 5.0990, B = 5.0990, C = 20.0250, EAR = 0.2546 
A = 6.0000, B = 5.0990, C = 21.2132, EAR = 0.2616 
A = 6.0000, B = 5.0990, C = 21.0950, EAR = 0.2631 
A = 6.0828, B = 6.0000, C = 21.2132, EAR = 0.2848 
A = 5.0000, B = 5.0990, C = 21.0238, EAR = 0.2402 
A = 5.0990, B = 5.0000, C = 22.2036, EAR = 0.2274 
A = 5.0990, B = 5.0000, C = 20.0250, EAR = 0.2522 
A = 5.0990, B = 5.0000, C = 21.2132, EAR = 0.2380 
A = 5.0000, B = 5.0990, C = 21.0238, EAR = 0.2402 
A = 5.0990, B = 5.0990, C = 21.3776, EAR = 0.2385 
A = 5.0990, B = 5.0000, C = 22.0907, EAR = 0.2286 
A = 5.0990, B = 5.0000, C = 22.2036, EAR = 0.2274 
A = 5.0000, B = 5.0000, C = 20.0998, EAR = 0.2488 
A = 6.0828, B = 5.0000, C = 21.2132, EAR = 0.2612 
A = 5.0000, B = 5.0990, C = 22.0907, EAR = 0.2286 
A = 6.0828, B = 5.0000, C = 21.2132, EAR = 0.2612 
A = 5.0990, B = 5.0000, C = 21.0950, EAR = 0.2394 
A = 5.0000, B = 5.0990, C = 22.2036, EAR = 0.2274 
A = 5.0000, B = 5.0000, C = 20.0998, EAR = 0.2488 
A = 5.0990, B = 6.0000, C = 20.2237, EAR = 0.2744 
A = 5.0000, B = 6.0000, C = 20.0998, EAR = 0.2736 
A = 5.0990, B = 6.0000, C = 20.2237, EAR = 0.2744 
A = 4.0000, B = 6.0000, C = 20.0998, EAR = 0.2488 
A = 5.0990, B = 6.0000, C = 20.2237, EAR = 0.2744 
A = 5.0990, B = 5.0000, C = 22.0907, EAR = 0.2286 
A = 6.0828, B = 6.0828, C = 21.2132, EAR = 0.2867 
A = 5.0990, B = 5.0000, C = 21.0950, EAR = 0.2394 
A = 6.0828, B = 6.0828, C = 21.2132, EAR = 0.2867 
A = 5.0990, B = 5.0000, C = 20.0998, EAR = 0.2512 
A = 6.0828, B = 5.0000, C = 20.2237, EAR = 0.2740 
A = 4.0000, B = 6.0000, C = 21.0950, EAR = 0.2370 
A = 5.0990, B = 6.0000, C = 22.2036, EAR = 0.2499 
A = 5.0000, B = 5.0990, C = 21.0950, EAR = 0.2394 
A = 6.0000, B = 6.0828, C = 21.2132, EAR = 0.2848 
A = 5.0000, B = 6.0828, C = 21.0950, EAR = 0.2627 
A = 6.0828, B = 5.0990, C = 21.2132, EAR = 0.2636 
A = 5.0000, B = 5.0000, C = 20.0998, EAR = 0.2488 
A = 6.0000, B = 5.0990, C = 21.2132, EAR = 0.2616 
A = 6.0000, B = 6.0000, C = 21.0950, EAR = 0.2844 
A = 6.0828, B = 5.0990, C = 21.2132, EAR = 0.2636 
A = 5.0000, B = 6.0000, C = 21.0950, EAR = 0.2607 
A = 6.0000, B = 5.0990, C = 21.2132, EAR = 0.2616 
A = 5.0990, B = 5.0000, C = 20.0998, EAR = 0.2512 
A = 5.0990, B = 6.0000, C = 21.2132, EAR = 0.2616 
A = 5.0990, B = 5.0000, C = 22.0907, EAR = 0.2286 
A = 5.0990, B = 5.0000, C = 22.2036, EAR = 0.2274 
A = 4.1231, B = 5.0000, C = 21.0238, EAR = 0.2170 
A = 6.0828, B = 5.0990, C = 21.2132, EAR = 0.2636 
A = 5.0990, B = 5.0000, C = 22.0227, EAR = 0.2293 
A = 6.0828, B = 5.0000, C = 22.3607, EAR = 0.2478 
A = 5.0990, B = 5.0000, C = 21.0950, EAR = 0.2394 
A = 5.0990, B = 5.0990, C = 22.2036, EAR = 0.2296 
A = 5.0000, B = 5.0000, C = 22.0907, EAR = 0.2263 
A = 5.0000, B = 5.0990, C = 21.2132, EAR = 0.2380 
A = 5.0000, B = 5.0000, C = 21.0238, EAR = 0.2378 
A = 5.0990, B = 5.0990, C = 21.0950, EAR = 0.2417 
A = 5.0000, B = 5.0000, C = 22.0907, EAR = 0.2263 
A = 5.0000, B = 5.0990, C = 21.2132, EAR = 0.2380 
A = 5.0000, B = 5.0990, C = 21.0950, EAR = 0.2394 
A = 5.0990, B = 5.0000, C = 21.2132, EAR = 0.2380 
A = 5.0000, B = 5.0990, C = 21.0950, EAR = 0.2394 
A = 5.0000, B = 5.0000, C = 21.2132, EAR = 0.2357 
A = 4.0000, B = 5.0000, C = 21.0950, EAR = 0.2133 
A = 5.0000, B = 5.0990, C = 21.2132, EAR = 0.2380 
A = 4.0000, B = 4.1231, C = 21.0950, EAR = 0.1925 
A = 5.0990, B = 5.0990, C = 21.2132, EAR = 0.2404 
A = 5.0000, B = 5.0990, C = 21.0238, EAR = 0.2402 
A = 5.0990, B = 5.0990, C = 21.2132, EAR = 0.2404 
A = 5.0000, B = 5.0990, C = 21.0950, EAR = 0.2394 
A = 5.0990, B = 6.0828, C = 21.2132, EAR = 0.2636 
A = 5.0990, B = 5.0000, C = 21.0238, EAR = 0.2402 
A = 5.0000, B = 5.0990, C = 21.3776, EAR = 0.2362 
A = 4.0000, B = 5.0000, C = 21.0950, EAR = 0.2133 
A = 6.0828, B = 5.0990, C = 21.0950, EAR = 0.2650 
A = 4.1231, B = 4.0000, C = 21.0950, EAR = 0.1925 
A = 5.0990, B = 5.0990, C = 21.2132, EAR = 0.2404 
A = 4.1231, B = 5.0990, C = 21.0950, EAR = 0.2186 
A = 5.0990, B = 6.0828, C = 21.2132, EAR = 0.2636 
A = 6.0828, B = 6.0000, C = 22.0907, EAR = 0.2735 
A = 6.0828, B = 6.0828, C = 23.3452, EAR = 0.2606 
A = 5.0000, B = 5.0000, C = 20.0998, EAR = 0.2488 
A = 6.0000, B = 5.0990, C = 21.0950, EAR = 0.2631 
A = 5.0990, B = 5.0000, C = 20.0998, EAR = 0.2512 
A = 6.0000, B = 6.0828, C = 21.2132, EAR = 0.2848 
A = 5.0990, B = 5.0000, C = 20.0250, EAR = 0.2522 
A = 6.0000, B = 5.0990, C = 21.2132, EAR = 0.2616 
A = 5.0000, B = 5.0000, C = 21.0238, EAR = 0.2378 
A = 6.0828, B = 6.0828, C = 21.0950, EAR = 0.2884 
A = 5.0000, B = 5.0000, C = 21.0950, EAR = 0.2370 
A = 6.0828, B = 6.0000, C = 21.2132, EAR = 0.2848 
A = 5.0990, B = 5.0000, C = 20.0998, EAR = 0.2512 
A = 6.0828, B = 6.0828, C = 21.0950, EAR = 0.2884 
A = 5.0990, B = 5.0000, C = 20.0998, EAR = 0.2512 
A = 6.0828, B = 5.0990, C = 21.2132, EAR = 0.2636 
A = 4.0000, B = 4.0000, C = 20.0998, EAR = 0.1990 
A = 5.0990, B = 5.0990, C = 21.3776, EAR = 0.2385 
A = 5.0990, B = 6.0000, C = 21.0950, EAR = 0.2631 
A = 6.0828, B = 5.0990, C = 21.2132, EAR = 0.2636 
A = 4.1231, B = 4.0000, C = 20.0998, EAR = 0.2021 
A = 5.0990, B = 5.0990, C = 22.3607, EAR = 0.2280 
A = 5.0990, B = 5.0000, C = 20.0998, EAR = 0.2512 
A = 6.0828, B = 5.0990, C = 21.2132, EAR = 0.2636 
A = 5.0000, B = 5.0000, C = 20.0998, EAR = 0.2488 
A = 6.0828, B = 5.0990, C = 20.2237, EAR = 0.2765 
A = 5.0000, B = 5.0000, C = 20.0998, EAR = 0.2488 
A = 5.0990, B = 5.0000, C = 21.2132, EAR = 0.2380 
A = 5.0000, B = 5.0990, C = 21.2132, EAR = 0.2380 
A = 5.0990, B = 6.0000, C = 22.2036, EAR = 0.2499 
A = 5.0000, B = 5.0000, C = 20.0998, EAR = 0.2488 
A = 5.0990, B = 5.0000, C = 21.2132, EAR = 0.2380 
A = 5.0990, B = 5.0000, C = 20.0998, EAR = 0.2512 
A = 5.0990, B = 5.0000, C = 20.2237, EAR = 0.2497 
A = 5.0000, B = 5.0990, C = 21.0238, EAR = 0.2402 
A = 6.0828, B = 5.0990, C = 21.2132, EAR = 0.2636 
A = 5.0000, B = 5.0000, C = 20.0998, EAR = 0.2488 
A = 6.0000, B = 5.0990, C = 21.2132, EAR = 0.2616 
A = 4.0000, B = 5.0000, C = 20.0998, EAR = 0.2239 
A = 5.0990, B = 5.0990, C = 21.2132, EAR = 0.2404 
A = 5.0000, B = 5.0000, C = 20.0998, EAR = 0.2488 
A = 6.0000, B = 5.0000, C = 21.2132, EAR = 0.2593 
A = 5.0000, B = 5.0000, C = 20.0250, EAR = 0.2497 
A = 6.0828, B = 5.0000, C = 20.2237, EAR = 0.2740 
A = 5.0000, B = 6.0000, C = 20.0250, EAR = 0.2747 
A = 6.0828, B = 6.0000, C = 20.2237, EAR = 0.2987 
A = 6.0000, B = 6.0828, C = 20.0250, EAR = 0.3017 
A = 6.0828, B = 5.0000, C = 20.2237, EAR = 0.2740 
A = 6.0000, B = 6.0828, C = 20.0250, EAR = 0.3017 
A = 6.0828, B = 6.0828, C = 20.2237, EAR = 0.3008 
A = 5.0000, B = 6.0828, C = 20.0998, EAR = 0.2757 
A = 6.0828, B = 5.0990, C = 21.2132, EAR = 0.2636 
A = 5.0000, B = 5.0000, C = 20.0998, EAR = 0.2488 
A = 6.0828, B = 6.0000, C = 20.2237, EAR = 0.2987 
A = 5.0990, B = 5.0000, C = 20.0998, EAR = 0.2512 
A = 6.0828, B = 5.0990, C = 21.2132, EAR = 0.2636 
A = 5.0000, B = 5.0000, C = 20.0998, EAR = 0.2488 
A = 5.0990, B = 5.0990, C = 21.2132, EAR = 0.2404 
A = 5.0000, B = 5.0000, C = 20.0998, EAR = 0.2488 
A = 6.0828, B = 5.0000, C = 20.2237, EAR = 0.2740 
A = 5.0000, B = 5.0000, C = 20.0998, EAR = 0.2488 
A = 6.0828, B = 5.0000, C = 20.2237, EAR = 0.2740 
A = 5.0000, B = 5.0000, C = 20.0998, EAR = 0.2488 
A = 6.0828, B = 6.0828, C = 20.2237, EAR = 0.3008 
A = 5.0000, B = 5.0990, C = 20.0250, EAR = 0.2522 
A = 6.0828, B = 5.0990, C = 21.2132, EAR = 0.2636 
A = 5.0000, B = 5.0990, C = 20.0250, EAR = 0.2522 
A = 6.0828, B = 5.0000, C = 21.2132, EAR = 0.2612 
A = 5.0000, B = 5.0000, C = 20.0998, EAR = 0.2488 
A = 6.0828, B = 5.0990, C = 21.2132, EAR = 0.2636 
A = 5.0990, B = 5.0000, C = 20.0998, EAR = 0.2512 
A = 6.0828, B = 5.0000, C = 20.2237, EAR = 0.2740 
A = 5.0000, B = 5.0000, C = 20.0998, EAR = 0.2488 
A = 6.0828, B = 6.0000, C = 21.0950, EAR = 0.2864 
A = 5.0000, B = 5.0990, C = 21.0950, EAR = 0.2394 
A = 6.0828, B = 6.0000, C = 22.2036, EAR = 0.2721 
A = 5.0000, B = 5.0990, C = 20.0998, EAR = 0.2512 
A = 6.0828, B = 6.0000, C = 20.2237, EAR = 0.2987 
A = 5.0990, B = 5.0000, C = 20.0998, EAR = 0.2512 
A = 6.0828, B = 6.0828, C = 21.3776, EAR = 0.2845 
A = 5.0990, B = 5.0990, C = 19.1050, EAR = 0.2669 
A = 6.0828, B = 5.0990, C = 20.2237, EAR = 0.2765 
A = 5.0990, B = 6.0828, C = 20.0998, EAR = 0.2782 
A = 6.0828, B = 6.0000, C = 20.0998, EAR = 0.3006 
A = 5.0990, B = 5.0990, C = 19.1050, EAR = 0.2669 
A = 6.0828, B = 5.0990, C = 21.0950, EAR = 0.2650 
A = 5.0990, B = 5.0990, C = 20.0998, EAR = 0.2537 
A = 5.0000, B = 5.0000, C = 21.2132, EAR = 0.2357 
A = 5.0000, B = 5.0990, C = 21.0950, EAR = 0.2394 
A = 6.0828, B = 5.0000, C = 21.0950, EAR = 0.2627 
A = 6.0000, B = 6.0828, C = 20.0998, EAR = 0.3006 
A = 6.0000, B = 5.0000, C = 21.2132, EAR = 0.2593 
A = 6.0000, B = 5.0990, C = 20.0998, EAR = 0.2761 
A = 6.0828, B = 5.0000, C = 21.2132, EAR = 0.2612 
A = 5.0990, B = 6.0828, C = 19.0263, EAR = 0.2939 
A = 6.0828, B = 5.0990, C = 20.2237, EAR = 0.2765 
A = 4.0000, B = 5.0990, C = 19.1050, EAR = 0.2381 
A = 6.0000, B = 5.0000, C = 20.0998, EAR = 0.2736 
A = 4.1231, B = 5.0990, C = 20.0998, EAR = 0.2294 
A = 6.0000, B = 5.0000, C = 21.2132, EAR = 0.2593 
A = 6.0000, B = 6.0828, C = 21.0950, EAR = 0.2864 
A = 6.0000, B = 5.0000, C = 21.2132, EAR = 0.2593 
A = 4.0000, B = 6.0828, C = 19.1050, EAR = 0.2639 
A = 5.0990, B = 5.0000, C = 21.0950, EAR = 0.2394 
A = 4.0000, B = 5.0000, C = 20.0998, EAR = 0.2239 
A = 5.0000, B = 5.0000, C = 21.2132, EAR = 0.2357 
A = 4.0000, B = 4.1231, C = 21.0950, EAR = 0.1925 
A = 4.0000, B = 4.0000, C = 21.2132, EAR = 0.1886 
A = 4.0000, B = 4.0000, C = 20.0998, EAR = 0.1990 
A = 5.0000, B = 4.0000, C = 21.2132, EAR = 0.2121 
A = 4.0000, B = 5.0000, C = 20.0998, EAR = 0.2239 
A = 6.0828, B = 5.0000, C = 21.0950, EAR = 0.2627 
A = 4.0000, B = 5.0000, C = 20.0998, EAR = 0.2239 
A = 6.0828, B = 5.0990, C = 22.0907, EAR = 0.2531 
A = 4.0000, B = 4.0000, C = 20.0998, EAR = 0.1990 
A = 5.0990, B = 5.0990, C = 21.2132, EAR = 0.2404 
A = 4.0000, B = 6.0828, C = 20.0998, EAR = 0.2508 
A = 6.0828, B = 5.0000, C = 21.3776, EAR = 0.2592 
A = 6.0000, B = 6.0828, C = 21.0950, EAR = 0.2864 
A = 6.0828, B = 6.0828, C = 21.2132, EAR = 0.2867 
A = 5.0000, B = 6.0828, C = 21.0950, EAR = 0.2627 
A = 5.0990, B = 6.0828, C = 21.2132, EAR = 0.2636 
A = 4.0000, B = 5.0000, C = 20.0998, EAR = 0.2239 
A = 5.0000, B = 6.0000, C = 20.0998, EAR = 0.2736 
A = 4.0000, B = 4.0000, C = 20.0998, EAR = 0.1990 
A = 5.0990, B = 5.0000, C = 20.2237, EAR = 0.2497 
A = 4.0000, B = 4.0000, C = 19.1050, EAR = 0.2094 
A = 5.0990, B = 4.1231, C = 21.2132, EAR = 0.2174 
A = 5.0990, B = 5.0990, C = 20.0998, EAR = 0.2537 
A = 6.0828, B = 5.0990, C = 20.0998, EAR = 0.2782 
A = 4.0000, B = 5.0990, C = 20.0998, EAR = 0.2263 
A = 5.0990, B = 5.0000, C = 21.2132, EAR = 0.2380 
A = 4.1231, B = 4.1231, C = 20.0998, EAR = 0.2051 
A = 5.0000, B = 5.0000, C = 21.0950, EAR = 0.2370 
A = 5.0000, B = 5.0990, C = 20.0998, EAR = 0.2512 
A = 5.0000, B = 6.0828, C = 21.2132, EAR = 0.2612 
A = 5.0990, B = 4.0000, C = 20.0998, EAR = 0.2263 
A = 5.0990, B = 5.0000, C = 21.0950, EAR = 0.2394 
A = 5.0000, B = 5.0990, C = 20.0998, EAR = 0.2512 
