A = 9.0554, B = 9.2195, C = 29.4279, EAR = 0.3105 
A = 8.2462, B = 8.2462, C = 29.8329, EAR = 0.2764 
A = 8.2462, B = 8.2462, C = 29.8329, EAR = 0.2764 
A = 8.2462, B = 8.2462, C = 29.6142, EAR = 0.2785 
A = 8.2462, B = 9.2195, C = 28.8617, EAR = 0.3026 
A = 8.0623, B = 9.2195, C = 29.6142, EAR = 0.2918 
A = 9.2195, B = 9.2195, C = 28.8617, EAR = 0.3194 
A = 9.2195, B = 9.2195, C = 29.6142, EAR = 0.3113
A = 8.0623, B = 8.0623, C = 28.8617, EAR = 0.2793 
A = 9.2195, B = 8.0623, C = 28.6356, EAR = 0.3018 
A = 8.2462, B = 9.2195, C = 29.8329, EAR = 0.2927 
A = 9.0554, B = 9.0554, C = 29.4279, EAR = 0.3077 
A = 8.2462, B = 9.2195, C = 29.6142, EAR = 0.2949 
A = 9.2195, B = 8.2462, C = 30.5941, EAR = 0.2854 
A = 8.2462, B = 8.0623, C = 29.6142, EAR = 0.2753 
A = 9.2195, B = 8.2462, C = 29.6142, EAR = 0.2949 
A = 8.0623, B = 9.2195, C = 28.8617, EAR = 0.2994 
A = 9.2195, B = 9.2195, C = 29.6142, EAR = 0.3113 
A = 8.2462, B = 9.2195, C = 29.6142, EAR = 0.2949 
A = 9.0554, B = 9.0554, C = 29.4279, EAR = 0.3077 
A = 9.2195, B = 9.0554, C = 29.6142, EAR = 0.3086 
A = 9.0554, B = 8.2462, C = 30.5941, EAR = 0.2828 
A = 9.2195, B = 10.1980, C = 30.5941, EAR = 0.3173 
A = 10.0499, B = 10.1980, C = 30.4138, EAR = 0.3329 
A = 9.2195, B = 10.1980, C = 29.6142, EAR = 0.3278 
A = 9.2195, B = 9.2195, C = 29.6142, EAR = 0.3113 
A = 9.2195, B = 9.2195, C = 29.6142, EAR = 0.3113 
A = 9.2195, B = 9.2195, C = 29.4279, EAR = 0.3133 
A = 9.0554, B = 9.2195, C = 29.4279, EAR = 0.3105 
A = 9.0554, B = 9.2195, C = 30.4138, EAR = 0.3004 
A = 9.2195, B = 9.0554, C = 29.4279, EAR = 0.3105 
A = 9.0554, B = 9.2195, C = 29.4279, EAR = 0.3105 
A = 9.2195, B = 10.1980, C = 29.6142, EAR = 0.3278 
A = 10.0499, B = 9.2195, C = 30.4138, EAR = 0.3168 
A = 9.0554, B = 9.2195, C = 29.6142, EAR = 0.3086 
A = 9.2195, B = 9.0554, C = 30.4138, EAR = 0.3004 
A = 9.2195, B = 9.2195, C = 29.4279, EAR = 0.3133 
A = 10.0499, B = 10.1980, C = 30.2655, EAR = 0.3345 
A = 9.0554, B = 10.1980, C = 29.4279, EAR = 0.3271 
A = 10.0499, B = 10.1980, C = 29.2746, EAR = 0.3458 
A = 10.1980, B = 9.2195, C = 29.4279, EAR = 0.3299 
A = 10.1980, B = 10.0499, C = 30.4138, EAR = 0.3329 
A = 10.1980, B = 10.1980, C = 29.4279, EAR = 0.3465 
A = 10.0499, B = 10.1980, C = 30.2655, EAR = 0.3345 
A = 10.1980, B = 10.0499, C = 29.4279, EAR = 0.3440 
A = 10.0499, B = 10.1980, C = 30.2655, EAR = 0.3345 
A = 10.0499, B = 10.1980, C = 30.4138, EAR = 0.3329 
A = 10.0499, B = 10.0499, C = 30.2655, EAR = 0.3321 
A = 9.0554, B = 9.2195, C = 29.2746, EAR = 0.3121 
A = 10.1980, B = 9.0554, C = 30.2655, EAR = 0.3181 
A = 9.0554, B = 10.1980, C = 29.4279, EAR = 0.3271 
A = 10.0499, B = 10.1980, C = 29.2746, EAR = 0.3458 
A = 9.0554, B = 10.1980, C = 29.4279, EAR = 0.3271 
A = 9.0554, B = 9.2195, C = 30.4138, EAR = 0.3004 
A = 9.2195, B = 9.0554, C = 29.4279, EAR = 0.3105 
A = 9.0554, B = 9.2195, C = 30.4138, EAR = 0.3004 
A = 9.2195, B = 10.1980, C = 29.4279, EAR = 0.3299 
A = 10.0499, B = 9.0554, C = 30.4138, EAR = 0.3141 
A = 9.2195, B = 10.1980, C = 29.4279, EAR = 0.3299 
A = 10.0499, B = 10.1980, C = 30.2655, EAR = 0.3345 
A = 10.1980, B = 10.1980, C = 29.4279, EAR = 0.3465 
A = 10.0499, B = 10.0499, C = 31.4006, EAR = 0.3201 
A = 10.0499, B = 11.0454, C = 30.2655, EAR = 0.3485 
A = 10.0499, B = 10.0499, C = 30.2655, EAR = 0.3321 
A = 9.2195, B = 11.0454, C = 29.2746, EAR = 0.3461 
A = 10.0499, B = 10.1980, C = 29.2746, EAR = 0.3458 
A = 10.0499, B = 11.1803, C = 29.2746, EAR = 0.3626 
A = 10.0499, B = 10.0499, C = 30.2655, EAR = 0.3321 
A = 10.0499, B = 10.1980, C = 29.1548, EAR = 0.3472 
A = 10.0499, B = 11.0454, C = 30.1496, EAR = 0.3498 
A = 10.1980, B = 11.0454, C = 29.1548, EAR = 0.3643 
A = 10.0000, B = 11.0454, C = 30.2655, EAR = 0.3477 
A = 10.0499, B = 10.0499, C = 28.1603, EAR = 0.3569 
A = 10.0499, B = 10.0499, C = 30.1496, EAR = 0.3333 
A = 10.0499, B = 11.0454, C = 29.2746, EAR = 0.3603 
A = 11.0454, B = 10.0499, C = 30.2655, EAR = 0.3485 
A = 10.0499, B = 10.0499, C = 29.1548, EAR = 0.3447 
A = 10.0499, B = 10.0499, C = 30.2655, EAR = 0.3321 
A = 10.1980, B = 10.1980, C = 29.2746, EAR = 0.3484 
A = 10.0499, B = 10.0499, C = 30.2655, EAR = 0.3321 
A = 10.0499, B = 10.0499, C = 29.4279, EAR = 0.3415 
A = 10.0499, B = 10.0499, C = 30.2655, EAR = 0.3321 
A = 9.0554, B = 10.0499, C = 29.2746, EAR = 0.3263 
A = 10.0499, B = 10.0499, C = 30.2655, EAR = 0.3321 
A = 9.2195, B = 9.2195, C = 29.2746, EAR = 0.3149 
A = 9.0554, B = 10.1980, C = 30.2655, EAR = 0.3181 
A = 9.0554, B = 10.1980, C = 29.2746, EAR = 0.3288 
A = 10.0499, B = 10.1980, C = 30.2655, EAR = 0.3345 
A = 9.2195, B = 10.1980, C = 30.2655, EAR = 0.3208 
A = 10.0499, B = 9.0554, C = 30.2655, EAR = 0.3156 
A = 9.0554, B = 10.0499, C = 29.2746, EAR = 0.3263 
A = 9.0554, B = 9.0554, C = 29.1548, EAR = 0.3106 
A = 9.0554, B = 9.0554, C = 30.2655, EAR = 0.2992 
A = 10.0499, B = 9.0554, C = 30.2655, EAR = 0.3156 
A = 9.2195, B = 10.1980, C = 30.2655, EAR = 0.3208 
A = 10.0000, B = 9.0554, C = 29.1548, EAR = 0.3268 
A = 9.0554, B = 10.1980, C = 29.2746, EAR = 0.3288 
A = 10.0499, B = 9.0554, C = 30.1496, EAR = 0.3168 
A = 9.2195, B = 10.1980, C = 29.2746, EAR = 0.3316 
A = 10.0000, B = 10.0499, C = 30.2655, EAR = 0.3312 
A = 9.0554, B = 10.0499, C = 29.2746, EAR = 0.3263 
A = 9.0000, B = 9.0554, C = 29.2746, EAR = 0.3084 
A = 9.0554, B = 10.0499, C = 29.2746, EAR = 0.3263 
A = 10.0499, B = 10.0499, C = 29.2746, EAR = 0.3433 
A = 9.2195, B = 10.1980, C = 30.2655, EAR = 0.3208 
A = 10.0499, B = 9.0554, C = 30.2655, EAR = 0.3156 
A = 9.2195, B = 11.1803, C = 30.2655, EAR = 0.3370 
A = 10.0499, B = 9.0000, C = 30.1496, EAR = 0.3159 
A = 8.2462, B = 9.0554, C = 29.2746, EAR = 0.2955 
A = 9.0554, B = 10.0499, C = 29.2746, EAR = 0.3263 
A = 6.0828, B = 6.0828, C = 28.1603, EAR = 0.2160 
A = 5.0990, B = 6.0828, C = 28.4429, EAR = 0.1966 
A = 3.1623, B = 4.1231, C = 29.1548, EAR = 0.1249 
A = 4.1231, B = 4.4721, C = 29.4279, EAR = 0.1460 
A = 3.1623, B = 4.1231, C = 29.1548, EAR = 0.1249 
A = 3.6056, B = 4.1231, C = 29.4279, EAR = 0.1313 
A = 6.0828, B = 7.2801, C = 29.2746, EAR = 0.2282 
A = 6.3246, B = 6.0828, C = 29.2746, EAR = 0.2119 
A = 8.0623, B = 8.0623, C = 29.2746, EAR = 0.2754 
A = 8.0623, B = 7.0711, C = 29.2746, EAR = 0.2585 
A = 8.0623, B = 8.2462, C = 29.4279, EAR = 0.2771 
A = 8.0623, B = 8.0623, C = 29.2746, EAR = 0.2754 
A = 9.2195, B = 9.0554, C = 29.4279, EAR = 0.3105 
A = 8.0623, B = 9.0554, C = 29.2746, EAR = 0.2924
A = 8.2462, B = 10.1980, C = 28.8617, EAR = 0.3195 
A = 10.1980, B = 9.2195, C = 30.5941, EAR = 0.3173 
A = 9.2195, B = 10.1980, C = 29.8329, EAR = 0.3254 
A = 10.0499, B = 10.1980, C = 29.4279, EAR = 0.3440 
A = 10.1980, B = 11.4018, C = 29.8329, EAR = 0.3620 
A = 10.0499, B = 10.0499, C = 30.4138, EAR = 0.3304 
A = 10.1980, B = 10.1980, C = 29.8329, EAR = 0.3418 
A = 11.0454, B = 11.1803, C = 30.2655, EAR = 0.3672 
A = 10.1980, B = 10.4403, C = 29.8329, EAR = 0.3459 
A = 10.0499, B = 10.1980, C = 30.4138, EAR = 0.3329 
A = 11.1803, B = 11.1803, C = 29.8329, EAR = 0.3748 
A = 11.0454, B = 11.0454, C = 29.2746, EAR = 0.3773 
A = 10.1980, B = 11.1803, C = 29.8329, EAR = 0.3583 
A = 11.0454, B = 10.0499, C = 30.2655, EAR = 0.3485 
A = 10.1980, B = 10.1980, C = 29.8329, EAR = 0.3418 
A = 11.0454, B = 10.0499, C = 30.2655, EAR = 0.3485 
A = 10.1980, B = 11.1803, C = 29.8329, EAR = 0.3583 
A = 11.0454, B = 11.1803, C = 29.2746, EAR = 0.3796 
A = 10.4403, B = 11.4018, C = 29.8329, EAR = 0.3661 
A = 11.0454, B = 11.0454, C = 30.2655, EAR = 0.3649 
A = 11.1803, B = 11.4018, C = 30.8058, EAR = 0.3665 
A = 11.0454, B = 11.1803, C = 29.1548, EAR = 0.3812 
A = 10.1980, B = 10.1980, C = 30.8058, EAR = 0.3310 
A = 11.1803, B = 11.1803, C = 29.2746, EAR = 0.3819 
A = 10.1980, B = 10.1980, C = 29.8329, EAR = 0.3418 
A = 11.0454, B = 11.0454, C = 29.2746, EAR = 0.3773 
A = 10.1980, B = 11.1803, C = 29.8329, EAR = 0.3583 
A = 12.1655, B = 11.1803, C = 29.2746, EAR = 0.3987 
A = 10.4403, B = 10.1980, C = 29.8329, EAR = 0.3459 
A = 11.1803, B = 11.1803, C = 29.2746, EAR = 0.3819 
A = 10.1980, B = 11.1803, C = 29.8329, EAR = 0.3583 
A = 11.0454, B = 10.1980, C = 30.1496, EAR = 0.3523 
A = 11.1803, B = 11.1803, C = 29.8329, EAR = 0.3748 
A = 11.1803, B = 11.1803, C = 29.2746, EAR = 0.3819 
A = 10.1980, B = 10.4403, C = 31.0483, EAR = 0.3324 
A = 11.0454, B = 11.0454, C = 30.2655, EAR = 0.3649 
A = 10.4403, B = 11.4018, C = 29.8329, EAR = 0.3661 
A = 11.0454, B = 11.1803, C = 29.2746, EAR = 0.3796 
A = 11.4018, B = 12.1655, C = 29.8329, EAR = 0.3950 
A = 12.0416, B = 11.0454, C = 30.2655, EAR = 0.3814 
A = 10.1980, B = 11.1803, C = 30.0832, EAR = 0.3553 
A = 11.0454, B = 11.0454, C = 30.2655, EAR = 0.3649 
A = 10.1980, B = 11.1803, C = 29.8329, EAR = 0.3583 
A = 11.1803, B = 11.1803, C = 29.2746, EAR = 0.3819 
A = 10.4403, B = 11.4018, C = 29.8329, EAR = 0.3661 
A = 11.0454, B = 11.0454, C = 30.2655, EAR = 0.3649 
A = 10.1980, B = 11.1803, C = 30.8058, EAR = 0.3470 
A = 12.0416, B = 11.1803, C = 30.2655, EAR = 0.3836 
A = 10.4403, B = 10.1980, C = 29.8329, EAR = 0.3459 
A = 11.0454, B = 11.1803, C = 29.2746, EAR = 0.3796 
A = 10.4403, B = 10.4403, C = 29.8329, EAR = 0.3500 
A = 11.0454, B = 11.1803, C = 29.2746, EAR = 0.3796 
A = 10.4403, B = 11.1803, C = 29.6142, EAR = 0.3650 
A = 11.1803, B = 11.1803, C = 29.1548, EAR = 0.3835 
A = 10.1980, B = 11.1803, C = 29.8329, EAR = 0.3583 
A = 10.0499, B = 10.1980, C = 30.2655, EAR = 0.3345 
A = 10.1980, B = 11.4018, C = 30.8058, EAR = 0.3506 
A = 11.0454, B = 11.1803, C = 30.1496, EAR = 0.3686 
A = 9.0554, B = 11.1803, C = 29.6142, EAR = 0.3417 
A = 11.0454, B = 11.0454, C = 29.2746, EAR = 0.3773 
A = 10.1980, B = 11.1803, C = 30.5941, EAR = 0.3494 
A = 11.0454, B = 11.0454, C = 30.2655, EAR = 0.3649 
A = 10.0499, B = 11.0454, C = 29.6142, EAR = 0.3562 
A = 10.0499, B = 11.0454, C = 29.2746, EAR = 0.3603 
A = 11.0454, B = 11.1803, C = 29.6142, EAR = 0.3753 
A = 11.0454, B = 10.0499, C = 30.2655, EAR = 0.3485 
A = 10.1980, B = 10.1980, C = 28.6356, EAR = 0.3561 
A = 10.0499, B = 10.0499, C = 29.2746, EAR = 0.3433 
A = 10.0499, B = 11.1803, C = 28.4429, EAR = 0.3732 
A = 11.0454, B = 10.0499, C = 29.2746, EAR = 0.3603 
A = 10.0499, B = 11.0454, C = 29.4279, EAR = 0.3584 
A = 10.0499, B = 10.0499, C = 30.2655, EAR = 0.3321 
A = 10.1980, B = 11.1803, C = 28.6356, EAR = 0.3733 
A = 10.0499, B = 10.0499, C = 30.2655, EAR = 0.3321 
A = 10.1980, B = 11.1803, C = 28.6356, EAR = 0.3733 
A = 11.0454, B = 11.0454, C = 29.2746, EAR = 0.3773 
A = 10.1980, B = 11.1803, C = 28.4429, EAR = 0.3758 
A = 11.0454, B = 11.0454, C = 30.2655, EAR = 0.3649 
A = 10.1980, B = 11.1803, C = 28.6356, EAR = 0.3733 
A = 11.0454, B = 11.0454, C = 30.1496, EAR = 0.3664 
A = 10.1980, B = 11.0454, C = 29.4279, EAR = 0.3609 
A = 11.0454, B = 11.1803, C = 29.2746, EAR = 0.3796 
A = 10.0499, B = 11.0454, C = 29.6142, EAR = 0.3562 
A = 11.0454, B = 11.0454, C = 30.2655, EAR = 0.3649 
A = 10.1980, B = 11.1803, C = 28.6356, EAR = 0.3733 
A = 11.0454, B = 11.0454, C = 30.2655, EAR = 0.3649 
A = 10.1980, B = 11.1803, C = 28.4429, EAR = 0.3758 
A = 10.0499, B = 10.0499, C = 29.2746, EAR = 0.3433 
A = 10.1980, B = 11.1803, C = 28.4429, EAR = 0.3758 
A = 10.0499, B = 11.0454, C = 30.4138, EAR = 0.3468 
A = 10.1980, B = 11.1803, C = 28.4429, EAR = 0.3758 
A = 10.0499, B = 11.0454, C = 30.1496, EAR = 0.3498 
A = 10.1980, B = 11.1803, C = 29.6142, EAR = 0.3609 
A = 10.0499, B = 11.0454, C = 30.2655, EAR = 0.3485 
A = 9.2195, B = 10.1980, C = 28.6356, EAR = 0.3390 
A = 11.0454, B = 11.0454, C = 30.4138, EAR = 0.3632 
A = 10.1980, B = 10.1980, C = 28.6356, EAR = 0.3561 
A = 11.0000, B = 11.0454, C = 29.1548, EAR = 0.3781 
A = 10.1980, B = 11.1803, C = 28.4429, EAR = 0.3758 
A = 10.0499, B = 11.0454, C = 30.2655, EAR = 0.3485 
A = 10.1980, B = 11.1803, C = 29.4279, EAR = 0.3632 
A = 10.0499, B = 10.0499, C = 30.2655, EAR = 0.3321 
A = 9.2195, B = 10.0499, C = 28.4429, EAR = 0.3387 
A = 10.0499, B = 10.0499, C = 29.2746, EAR = 0.3433 
A = 10.1980, B = 11.1803, C = 28.4429, EAR = 0.3758 
A = 10.0499, B = 10.0499, C = 30.2655, EAR = 0.3321 
A = 9.2195, B = 10.1980, C = 29.4279, EAR = 0.3299 
A = 10.0499, B = 10.0499, C = 30.2655, EAR = 0.3321 
A = 10.1980, B = 11.1803, C = 28.4429, EAR = 0.3758 
A = 10.0499, B = 11.0454, C = 29.1548, EAR = 0.3618 
A = 10.1980, B = 11.1803, C = 29.4279, EAR = 0.3632 
A = 10.0499, B = 10.0499, C = 30.2655, EAR = 0.3321 
A = 10.0499, B = 11.0454, C = 29.4279, EAR = 0.3584 
A = 10.0499, B = 10.0499, C = 30.1496, EAR = 0.3333 
A = 10.1980, B = 11.1803, C = 29.4279, EAR = 0.3632 
